treated_id,treated_name,control_id,control_name,conference,award_year,treat_pos,ctrl_pos,match_dist
https://openalex.org/A5014407395,Georgia Gkioxari,https://openalex.org/A5100700361,Kaiming He,ICCV,2017,2,1,1.0
https://openalex.org/A5085762342,Davood Mazinanian,https://openalex.org/A5054753279,Alexander Serebrenik,ICSE,2017,2,2,0.0
https://openalex.org/A5028238692,Benjamin Clegg,https://openalex.org/A5074526787,Jurgen Vinju,ICSE,2017,3,3,0.0
https://openalex.org/A5024997852,Benjamin Floyd,https://openalex.org/A5036986396,Rashina Hoda,ICSE,2017,1,1,0.0
https://openalex.org/A5046120615,Konstantinos Poularakis,https://openalex.org/A5080366682,Mark Kaminski,INFOCOM,2017,1,1,1.0
https://openalex.org/A5008595840,Hongseok Namkoong,https://openalex.org/A5072755496,Wittawat Jitkrittum,NeurIPS,2017,1,1,0.0
https://openalex.org/A5008326572,Amanieu d'Antras,https://openalex.org/A5102734862,Ori Lahav,PLDI,2017,1,1,0.0
https://openalex.org/A5070223708,Cosmin Gorgovan,https://openalex.org/A5023359178,Viktor Vafeiadis,PLDI,2017,2,2,0.0
https://openalex.org/A5078763719,Jeehoon Kang,https://openalex.org/A5053098822,Jim Garside,PLDI,2017,3,3,0.0
https://openalex.org/A5018284688,Nadim Kobeissi,https://openalex.org/A5004976322,Bruno Blanchet,S&P,2017,3,2,1.0
https://openalex.org/A5008674902,Anirudh Sivaraman,https://openalex.org/A5008493066,Costin Raiciu,SIGCOMM,2017,2,2,0.0
https://openalex.org/A5086057750,Vikram Nathan,https://openalex.org/A5014067492,Todd Millstein,SIGCOMM,2017,3,3,1.0
https://openalex.org/A5044787871,Phelim Bradley,https://openalex.org/A5089788947,Mark Handley,SIGIR,2017,1,1,1.0
https://openalex.org/A5102759092,Cheng Tan,https://openalex.org/A5100957970,Lingfan Yu,SOSP,2017,1,2,1.0
https://openalex.org/A5070661194,Avinash S. Nair,https://openalex.org/A5018565806,Wilmot Li,UIST,2017,2,2,0.0
https://openalex.org/A5010359061,Nave Frost,https://openalex.org/A5021195349,Mark Billinghurst,VLDB,2017,2,2,1.0
https://openalex.org/A5088017068,Guni Sharon,https://openalex.org/A5077149145,Robert C. Holte,AAAI,2016,1,2,1.0
https://openalex.org/A5091346638,Elkin Gutierrez,https://openalex.org/A5066273713,Kathrin Gerling,ACL,2016,1,1,1.0
https://openalex.org/A5062650159,Kieran Hicks,https://openalex.org/A5035443322,Michael Glueck,CHI,2016,2,2,0.0
https://openalex.org/A5035414960,Michael R. Kalyn,https://openalex.org/A5058485609,Tovi Grossman,CHI,2016,3,3,0.0
https://openalex.org/A5038894198,Stefan Heindorf,https://openalex.org/A5100735881,Yan Zhuang,CIKM,2016,1,1,1.0
https://openalex.org/A5057072967,Mihai Codoban,https://openalex.org/A5115883174,Lin Tan,FSE,2016,3,3,0.0
https://openalex.org/A5018416139,Olga Liskin,https://openalex.org/A5088438387,Nikolaos Tsantalis,FSE,2016,2,2,0.0
https://openalex.org/A5101822967,Danilo Silva,https://openalex.org/A5037117080,Jianjun Huang,FSE,2016,1,1,0.0
https://openalex.org/A5039776447,Aäron van den Oord,https://openalex.org/A5100420915,Ziyu Wang,ICML,2016,1,1,0.0
https://openalex.org/A5030073319,Samir Hasan,https://openalex.org/A5052125239,Marcello M. Bersani,ICSE,2016,1,1,0.0
https://openalex.org/A5048404082,Zachary King,https://openalex.org/A5038017715,Domenico Bianculli,ICSE,2016,2,2,0.0
https://openalex.org/A5110418524,Francesco Rigoli,https://openalex.org/A5011377871,Thomas H. B. FitzGerald,IJCAI,2016,3,2,1.0
https://openalex.org/A5065675832,Bryan Hooi,https://openalex.org/A5100409661,Jia Liu,KDD,2016,1,1,1.0
https://openalex.org/A5030516279,Bryce Kellogg,https://openalex.org/A5026925980,Dan R. K. Ports,NSDI,2016,1,1,1.0
https://openalex.org/A5045162159,Helgi Sigurbjarnarson,https://openalex.org/A5036969978,Tomáš Petříček,OSDI,2016,1,1,1.0
https://openalex.org/A5055964348,James Bornholt,https://openalex.org/A5084821901,Meng‐Chieh Chiu,OSDI,2016,2,2,1.0
https://openalex.org/A5081440491,James Lingard,https://openalex.org/A5059238786,Idit Keidar,PLDI,2016,3,3,0.0
https://openalex.org/A5034738254,Deepak Vasisht,https://openalex.org/A5075133765,Ryan Beckett,SIGCOMM,2016,1,1,0.0
https://openalex.org/A5061114394,Marco Mondelli,https://openalex.org/A5101788564,Santhosh Kumar,STOC,2016,3,2,1.0
https://openalex.org/A5045073799,Eshan Chattopadhyay,https://openalex.org/A5014978503,László Babai,STOC,2016,1,1,0.0
https://openalex.org/A5101796605,Artem Dementyev,https://openalex.org/A5020423438,Joanne Leong,UIST,2016,1,1,0.0
https://openalex.org/A5002723576,Hsin-Liu Kao,https://openalex.org/A5065221891,Lawrence H. Kim,UIST,2016,2,2,0.0
https://openalex.org/A5032788742,Ali Parsaei,https://openalex.org/A5103014803,Inrak Choi,UIST,2016,3,3,0.0
https://openalex.org/A5051203366,Emma Strubell,https://openalex.org/A5020500064,Yvette Graham,ACL,2015,1,1,0.0
https://openalex.org/A5016501970,Luke Vilnis,https://openalex.org/A5090215557,Roger Lévy,ACL,2015,2,2,1.0
https://openalex.org/A5074887814,Kate Silverstein,https://openalex.org/A5021336998,Gabriele Röger,ACL,2015,3,3,1.0
https://openalex.org/A5088559756,Patrik Jonell,https://openalex.org/A5069787995,Niels Taatgen,CHI,2015,2,2,0.0
https://openalex.org/A5013050933,Justin Emge,https://openalex.org/A5100461422,Na Wang,CHI,2015,3,3,0.0
https://openalex.org/A5072922547,Aditya Vashistha,https://openalex.org/A5052549454,Pedro Lopes,CHI,2015,1,1,0.0
https://openalex.org/A5019276791,Kateryna Tymoshenko,https://openalex.org/A5089605137,Matthew Kay,CIKM,2015,1,1,1.0
https://openalex.org/A5001563585,Reza Matinnejad,https://openalex.org/A5052633187,Ermira Daka,FSE,2015,1,1,0.0
https://openalex.org/A5039301553,Liang Gong,https://openalex.org/A5061605447,Thomas Zimmermann,FSE,2015,3,3,0.0
https://openalex.org/A5056526226,Gabriele Bavota,https://openalex.org/A5101595466,José Campos,FSE,2015,2,2,0.0
https://openalex.org/A5016750744,Janet Siegmund,https://openalex.org/A5020154435,Michele Tufano,ICSE,2015,1,1,0.0
https://openalex.org/A5077191191,Abram L. Friesen,https://openalex.org/A5055199976,Jeff Schneider,IJCAI,2015,1,2,1.0
https://openalex.org/A5045181694,Xiaohan Kang,https://openalex.org/A5013695358,Barnabás Póczos,INFOCOM,2015,3,3,1.0
https://openalex.org/A5038820344,Salma Elmalaki,https://openalex.org/A5091197122,Lucas Wanner,MOBICOM,2015,1,2,1.0
https://openalex.org/A5103890688,Ananda Theertha Suresh,https://openalex.org/A5036435487,Alekh Agarwal,NeurIPS,2015,2,2,0.0
https://openalex.org/A5022031348,Pavel Panchekha,https://openalex.org/A5100722775,Danfeng Zhang,PLDI,2015,1,1,0.0
https://openalex.org/A5088457102,Alex Sanchez-Stern,https://openalex.org/A5101697549,Andrew C. Myers,PLDI,2015,2,2,0.0
https://openalex.org/A5028459977,Bas Ketsman,https://openalex.org/A5101839396,James R. Wilcox,PODS,2015,3,3,1.0
https://openalex.org/A5042649150,Benjamin Beurdouche,https://openalex.org/A5026297326,Karthikeyan Bhargavan,S&P,2015,1,2,1.0
https://openalex.org/A5064699160,Peter Kairouz,https://openalex.org/A5076026636,Giulia Fanti,SIGMETRICS,2015,2,1,1.0
https://openalex.org/A5068471095,Junhao Gan,https://openalex.org/A5100383731,Ce Zhang,SIGMOD,2015,1,1,1.0
https://openalex.org/A5011277895,Jonathan Mace,https://openalex.org/A5054417711,Haogang Chen,SOSP,2015,1,1,0.0
https://openalex.org/A5003124561,Ryan Roelke,https://openalex.org/A5033897343,Daniel Ziegler,SOSP,2015,2,2,0.0
https://openalex.org/A5010436566,Tej Chajed,https://openalex.org/A5036529548,Rodrigo Fonseca,SOSP,2015,3,3,0.0
https://openalex.org/A5021833322,Anat Ganor,https://openalex.org/A5013053155,Zeev Dvir,STOC,2015,1,1,0.0
https://openalex.org/A5038687630,Sivakanth Gopi,https://openalex.org/A5101701586,Prasad Raghavendra,STOC,2015,2,2,0.0
https://openalex.org/A5058504215,Simon Olberding,https://openalex.org/A5063269254,Clemens Nylandsted Klokmose,UIST,2015,1,1,0.0
https://openalex.org/A5057575769,Sergio Soto Ortega,https://openalex.org/A5034670941,James Eagan,UIST,2015,2,2,0.0
https://openalex.org/A5089708930,Siemen Baader,https://openalex.org/A5050321930,Klaus Hildebrandt,UIST,2015,3,3,0.0
https://openalex.org/A5077463393,Juan David Hincapié-Ramos,https://openalex.org/A5104268832,Stuart Taylor,CHI,2014,1,1,0.0
https://openalex.org/A5075318331,Paymahn Moghadasian,https://openalex.org/A5020573877,Mikael B. Skov,CHI,2014,3,3,0.0
https://openalex.org/A5082667645,Marius Pallisgaard Olsen,https://openalex.org/A5109343366,Xiang Guo,CHI,2014,2,2,0.0
https://openalex.org/A5041066830,George D. Montañez,https://openalex.org/A5076259865,Ryen W. White,CIKM,2014,1,2,1.0
https://openalex.org/A5027563965,Klaus-Benedikt Schultis,https://openalex.org/A5009530531,Annie T. T. Ying,FSE,2014,1,1,0.0
https://openalex.org/A5082120000,Darioush Jalali,https://openalex.org/A5065530146,Christoph Elsner,FSE,2014,2,2,0.0
https://openalex.org/A5014292887,Laura Inozemtseva,https://openalex.org/A5014327382,Daniel Lohmann,FSE,2014,3,3,0.0
https://openalex.org/A5010881756,Semih Okur,https://openalex.org/A5052426710,Emerson Murphy-Hill,ICSE,2014,1,1,0.0
https://openalex.org/A5055201741,David L. Hartveld,https://openalex.org/A5052203980,Chang Xu,ICSE,2014,2,2,0.0
https://openalex.org/A5047620436,Thomas Filipe,https://openalex.org/A5034057959,Shing-Chi Cheung,ICSE,2014,3,3,0.0
https://openalex.org/A5087729117,Zizhong Cao,https://openalex.org/A5051842127,Virag Shah,INFOCOM,2014,1,1,0.0
https://openalex.org/A5100631553,Wenqian Wang,https://openalex.org/A5100741315,Ping Li,NeurIPS,2014,2,2,0.0
https://openalex.org/A5026744189,Adam Belay,https://openalex.org/A5102251003,Simon Peter,OSDI,2014,1,1,0.0
https://openalex.org/A5000009841,Ana Klimovic,https://openalex.org/A5089845483,Irene Zhang,OSDI,2014,3,3,0.0
https://openalex.org/A5037461995,Mehrdad Afshari,https://openalex.org/A5056589829,Jiho Choi,PLDI,2014,2,2,0.0
https://openalex.org/A5090891852,Thomas Shull,https://openalex.org/A5077610917,Zhendong Su,PLDI,2014,3,3,0.0
https://openalex.org/A5091819924,Marcin Andrychowicz,https://openalex.org/A5048461894,Bryan Parno,S&P,2014,1,1,1.0
https://openalex.org/A5063317383,Daniel Malinowski,https://openalex.org/A5044697595,Craig Gentry,S&P,2014,3,3,1.0
https://openalex.org/A5074751039,Matthew K. Mukerjee,https://openalex.org/A5044769831,Aaron Parks,SIGCOMM,2014,2,2,1.0
https://openalex.org/A5024980585,Yin Tat Lee,https://openalex.org/A5008952420,Thomas Rothvoß,SODA,2014,2,2,0.0
https://openalex.org/A5003378492,Sébastien Robaszkiewicz,https://openalex.org/A5019041283,Michel Pahud,UIST,2014,2,2,0.0
https://openalex.org/A5005397258,Felix Schuhknecht,https://openalex.org/A5077156448,Dawei Jiang,VLDB,2014,1,1,0.0
https://openalex.org/A5034816930,Yannis Klonatos,https://openalex.org/A5079846990,Alekh Jindal,VLDB,2014,2,2,0.0
https://openalex.org/A5027517542,Sabine Storandt,https://openalex.org/A5091334588,Jens Dittrich,VLDB,2014,3,3,0.0
https://openalex.org/A5035284993,Gary Doran,https://openalex.org/A5055101678,Soumya Ray,AAAI,2013,1,2,1.0
https://openalex.org/A5009585935,Haonan Yu,https://openalex.org/A5045403710,Jeffrey Bardzell,ACL,2013,1,1,1.0
https://openalex.org/A5068799512,Nathalie Henry Riche,https://openalex.org/A5031744461,Leah Findlater,CHI,2013,3,3,0.0
https://openalex.org/A5076413226,Katharina Reinecke,https://openalex.org/A5084751438,Laurie Buys,CHI,2013,2,2,0.0
https://openalex.org/A5015875478,Ilaria Bordino,https://openalex.org/A5068043486,Hanghang Tong,CIKM,2013,1,1,1.0
https://openalex.org/A5041808447,Yelena Mejova,https://openalex.org/A5024041563,Mark A. Ruzon,CIKM,2013,2,2,1.0
https://openalex.org/A5091130856,Mark Segal,https://openalex.org/A5002597222,Mounia Lalmas,CVPR,2013,3,3,1.0
https://openalex.org/A5027328044,Vicente Ordóñez,https://openalex.org/A5101542158,Jia Deng,ICCV,2013,1,2,1.0
https://openalex.org/A5089862531,Roi Livni,https://openalex.org/A5000529247,Rishabh Iyer,ICML,2013,1,1,0.0
https://openalex.org/A5034150823,Felienne Hermans,https://openalex.org/A5002599291,Marian Petre,ICSE,2013,1,1,0.0
https://openalex.org/A5022511801,B.M.W. Sedee,https://openalex.org/A5085576468,Zhen Ming Jiang,ICSE,2013,2,2,0.0
https://openalex.org/A5076258904,Rachel Tzoref-Brill,https://openalex.org/A5036744986,Prémkumar Dévanbu,ICSE,2013,3,3,0.0
https://openalex.org/A5064825146,Elisha Rosensweig,https://openalex.org/A5102788874,Mark Wilson,INFOCOM,2013,1,1,1.0
https://openalex.org/A5035348123,Qifan Pu,https://openalex.org/A5044160991,Lei Yang,MOBICOM,2013,1,1,1.0
https://openalex.org/A5103356207,Sidhant Gupta,https://openalex.org/A5011077730,Shyamnath Gollakota,MOBICOM,2013,2,3,1.0
https://openalex.org/A5006723758,Tony Nowatzki,https://openalex.org/A5103106502,Sriram Sankaranarayanan,PLDI,2013,1,1,0.0
https://openalex.org/A5085711958,Szymon Toruńczyk,https://openalex.org/A5022264843,Frank Neven,PODS,2013,3,3,1.0
https://openalex.org/A5085429060,Ben Mountjoy,https://openalex.org/A5039232562,Mikkel Thorup,SODA,2013,3,3,0.0
https://openalex.org/A5103417248,Tathagata Das,https://openalex.org/A5109968020,M. Frans Kaashoek,SOSP,2013,2,2,0.0
https://openalex.org/A5056988727,Jifei Ou,https://openalex.org/A5017415826,Jiro Tanaka,UIST,2013,3,3,0.0
https://openalex.org/A5003218066,Marina Drosou,https://openalex.org/A5046815740,Christian Holz,VLDB,2013,1,1,1.0
https://openalex.org/A5011012964,Cristian Danescu-Niculescu-Mizil,https://openalex.org/A5062318856,Michael Mitzenmacher,WWW,2013,1,1,1.0
https://openalex.org/A5074393622,Suicheng Gu,https://openalex.org/A5031401811,Jessica Davies,AAAI,2012,1,1,1.0
https://openalex.org/A5040024687,Niels Henze,https://openalex.org/A5074033455,Joey Scarr,CHI,2012,1,1,0.0
https://openalex.org/A5091725659,Guillaume Faure,https://openalex.org/A5089009282,Enrico Rukzio,CHI,2012,2,2,0.0
https://openalex.org/A5076116389,Bradley Edward Cossette,https://openalex.org/A5088791029,Emina Torlak,FSE,2012,1,1,0.0
https://openalex.org/A5067066896,Anoop Korattikara,https://openalex.org/A5085699861,Stefanie Jegelka,ICML,2012,2,2,1.0
https://openalex.org/A5088410123,Mehdi Mirakhorli,https://openalex.org/A5069411288,ThanhVu Nguyen,ICSE,2012,1,1,0.0
https://openalex.org/A5041608081,Mathias Schwarz,https://openalex.org/A5020844039,Yonghee Shin,ICSE,2012,2,2,0.0
https://openalex.org/A5085243096,Carlee Joe‐Wong,https://openalex.org/A5044070973,Thanawin Rakthanmanon,INFOCOM,2012,1,1,1.0
https://openalex.org/A5080702284,Soumya Sen,https://openalex.org/A5034604991,Daniel Sadoc Menasché,INFOCOM,2012,2,2,1.0
https://openalex.org/A5028448553,Simon Gao,https://openalex.org/A5025138797,Abdullah Mueen,MOBICOM,2012,3,3,1.0
https://openalex.org/A5041608911,Nosayba El-Sayed,https://openalex.org/A5060287971,Barzan Mozafari,SIGMETRICS,2012,1,1,1.0
https://openalex.org/A5034240273,Ioan Stefanovici,https://openalex.org/A5089579452,Avinatan Hassidim,SIGMETRICS,2012,2,2,1.0
https://openalex.org/A5013339702,George Amvrosiadis,https://openalex.org/A5022068777,Jonathan A. Kelner,SIGMETRICS,2012,3,3,1.0
https://openalex.org/A5014115669,Marek Krčál,https://openalex.org/A5032503782,Kai Zeng,SODA,2012,2,2,1.0
https://openalex.org/A5013551063,Kasper Green Larsen,https://openalex.org/A5001781037,Samuel Fiorini,STOC,2012,1,1,0.0
https://openalex.org/A5006688930,Sisil Mehta,https://openalex.org/A5050656871,Aniket Kittur,UIST,2012,2,2,0.0
https://openalex.org/A5050138372,Albert Angel,https://openalex.org/A5072006037,Neel Joshi,VLDB,2012,1,1,1.0
https://openalex.org/A5013088936,Sebastián Conca,https://openalex.org/A5073770532,Anindya Ghose,WWW,2012,2,2,1.0
https://openalex.org/A5109802420,George Katsirelos,https://openalex.org/A5003040843,Andreas Krause,AAAI,2011,2,2,0.0
https://openalex.org/A5091273829,Mathieu Nancel,https://openalex.org/A5065790866,Marshini Chetty,CHI,2011,1,1,0.0
https://openalex.org/A5078932168,David Haslem,https://openalex.org/A5068413510,John Zimmerman,CHI,2011,2,2,0.0
https://openalex.org/A5022201710,Yandong Liu,https://openalex.org/A5039879761,Shwetak Patel,CHI,2011,3,3,0.0
https://openalex.org/A5056964458,Alex Kipman,https://openalex.org/A5111526267,Gu Xu,CVPR,2011,3,3,1.0
https://openalex.org/A5017101724,Shayan Oveis Gharan,https://openalex.org/A5008689083,Nikhil Bansal,FOCS,2011,1,1,0.0
https://openalex.org/A5049191217,Roberto Lublinerman,https://openalex.org/A5102985059,Yuanyuan Zhou,FSE,2011,3,3,0.0
https://openalex.org/A5083739081,Antonio Filieri,https://openalex.org/A5057689302,Lucas C. Cordeiro,ICSE,2011,1,1,0.0
https://openalex.org/A5031168005,Giordano Tamburrelli,https://openalex.org/A5110505437,Mats P. E. Heimdahl,ICSE,2011,3,3,0.0
https://openalex.org/A5062838041,Marek Gibiec,https://openalex.org/A5100453049,Fang Liu,ICSE,2011,2,2,0.0
https://openalex.org/A5082856719,Yavor Nenov,https://openalex.org/A5050903632,Vincent Conitzer,IJCAI,2011,2,2,0.0
https://openalex.org/A5002186360,Simon Sidhom,https://openalex.org/A5053541912,Kang G. Shin,MOBICOM,2011,2,2,0.0
https://openalex.org/A5000893188,Juan L. Reutter,https://openalex.org/A5102861589,David P. Woodruff,PODS,2011,3,3,1.0
https://openalex.org/A5068150550,Haitham Hassanieh,https://openalex.org/A5079175103,Vyas Sekar,SIGCOMM,2011,2,2,1.0
https://openalex.org/A5108288895,Benjamin Ransford,https://openalex.org/A5005554337,Matei Zaharia,SIGCOMM,2011,3,3,1.0
https://openalex.org/A5083740230,Dmitry Lagun,https://openalex.org/A5032152448,Qi Guo,SIGIR,2011,3,2,1.0
https://openalex.org/A5033603487,Carlos Tavares,https://openalex.org/A5109840870,Michael Vaughn,SOSP,2011,3,3,0.0
https://openalex.org/A5033193597,Tyler Harter,https://openalex.org/A5065974086,Maged N. Kamel Boulos,SOSP,2011,1,1,0.0
https://openalex.org/A5087880833,Chris Dragga,https://openalex.org/A5111498618,Steve Wheeler,SOSP,2011,2,2,0.0
https://openalex.org/A5032253873,Umar Farooq Minhas,https://openalex.org/A5070565287,Wenfei Fan,VLDB,2011,1,1,1.0
https://openalex.org/A5103555848,Shriram Rajagopalan,https://openalex.org/A5100387065,Jianzhong Li,VLDB,2011,2,2,1.0
https://openalex.org/A5055793906,Brendan Cully,https://openalex.org/A5000416532,Ashraf Aboulnaga,VLDB,2011,3,4,1.0
https://openalex.org/A5028755343,Ruoyun Huang,https://openalex.org/A5034370354,Matthew S. Gerber,AAAI,2010,1,1,1.0
https://openalex.org/A5014246066,Frederik Rudeck,https://openalex.org/A5101560406,Anupam Jain,CHI,2010,3,3,0.0
https://openalex.org/A5109353454,Shaowen Bardzell,https://openalex.org/A5040959667,Scott Bateman,CHI,2010,1,1,0.0
https://openalex.org/A5085818578,Gerard de Melo,https://openalex.org/A5088135366,Gerhard Weikum,CIKM,2010,1,2,1.0
https://openalex.org/A5083631720,Barthélémy Dagenais,https://openalex.org/A5078587812,Nishant Sinha,FSE,2010,1,1,0.0
https://openalex.org/A5030863830,Nishant A. Mehta,https://openalex.org/A5005255629,Alexander Gray,ICML,2010,1,2,1.0
https://openalex.org/A5000582109,Zibin Zheng,https://openalex.org/A5089828454,Thomas Fritz,ICSE,2010,1,1,0.0
https://openalex.org/A5023884479,Jingwen Ou,https://openalex.org/A5069596903,Michael R. Lyu,ICSE,2010,2,2,0.0
https://openalex.org/A5025340145,Vilas Jagannath,https://openalex.org/A5084524791,Gail C. Murphy,ICSE,2010,3,3,0.0
https://openalex.org/A5071597932,Kin-Wah Kwong,https://openalex.org/A5019000951,Lixin Gao,INFOCOM,2010,1,2,1.0
https://openalex.org/A5009660759,Dafna Shahaf,https://openalex.org/A5027819738,Peter D. Turney,KDD,2010,1,1,0.0
https://openalex.org/A5072515084,Justine Sherry,https://openalex.org/A5069852764,Guohan Lu,NSDI,2010,1,1,1.0
https://openalex.org/A5058555162,Shu-Chun Weng,https://openalex.org/A5105884694,Michael D. Day,OSDI,2010,2,2,0.0
https://openalex.org/A5066531106,Muli Ben-Yehuda,https://openalex.org/A5010031675,Amittai Aviram,OSDI,2010,1,1,0.0
https://openalex.org/A5014539613,Ayman Jarrous,https://openalex.org/A5089439033,Benny Pinkas,S&P,2010,3,2,1.0
https://openalex.org/A5100687673,Binbin Chen,https://openalex.org/A5068276075,Margarita Osadchy,SIGCOMM,2010,1,1,1.0
https://openalex.org/A5041703865,Yuda Zhao,https://openalex.org/A5114985944,Haifeng Yu,SIGCOMM,2010,3,4,1.0
https://openalex.org/A5111985072,Nadathur Satish,https://openalex.org/A5017359920,D. Manjunath,SIGMOD,2010,3,3,1.0
https://openalex.org/A5081042997,Arash Asadpour,https://openalex.org/A5101667271,Changkyu Kim,SODA,2010,1,1,1.0
https://openalex.org/A5023591555,Jarosław Byrka,https://openalex.org/A5051676245,Rahul Jain,STOC,2010,1,1,0.0
https://openalex.org/A5084269195,Chandrika Jayant,https://openalex.org/A5034276567,Fabrizio Grandoni,UIST,2010,2,2,1.0
https://openalex.org/A5001722321,Adam Pauls,https://openalex.org/A5051693368,André F. T. Martins,ACL,2009,1,1,0.0
https://openalex.org/A5053694765,Harr Chen,https://openalex.org/A5004921249,Dan Klein,ACL,2009,2,2,0.0
https://openalex.org/A5072031454,Jacob Burnim,https://openalex.org/A5101874838,Dawei Qi,FSE,2009,1,1,0.0
https://openalex.org/A5102141585,Nam H. Pham,https://openalex.org/A5084611756,Zhenkai Liang,FSE,2009,3,3,0.0
