work_id,year,conference,ni,nj,cd_5
W2080332495,2011,SOSP,3,11,-0.5714285714285714
W2153441719,2011,STOC,0,108,-1.0
W2109237987,2011,STOC,1,33,-0.9411764705882353
W2166493117,2011,UIST,12,50,-0.6129032258064516
W4230948688,2011,VLDB,16,14,0.06666666666666667
W2164173709,2011,WWW,17,10,0.25925925925925924
W1538864647,2010,AAAI,2,27,-0.8620689655172413
W2468755302,2010,AAAI,2,2,0.0
W2108788053,2010,ACL,8,45,-0.6981132075471698
W2124318441,2010,CHI,42,58,-0.16
W2119188105,2010,CHI,19,43,-0.3870967741935484
W2155385126,2010,CHI,9,31,-0.55
W2169709590,2010,CHI,114,86,0.14
W2142869276,2010,CHI,72,94,-0.13253012048192772
W2129146498,2010,CHI,23,41,-0.28125
W2140420369,2010,CHI,57,65,-0.06557377049180328
W2158447593,2010,CHI,5,47,-0.8076923076923077
W2119698661,2010,CHI,36,32,0.058823529411764705
W2104113460,2010,CHI,55,145,-0.45
W2127523455,2010,CHI,45,155,-0.55
W2120326355,2010,CHI,36,48,-0.14285714285714285
W1965442176,2010,CIKM,6,54,-0.8
W1982304915,2010,CIKM,6,30,-0.6666666666666666
W2124584309,2010,CVPR,27,58,-0.36470588235294116
W2242403914,2010,FOCS,0,21,-1.0
W2165356592,2010,FOCS,2,19,-0.8095238095238095
W2011334641,2010,FOCS,2,19,-0.8095238095238095
W2056637671,2010,FSE,8,27,-0.5428571428571428
W2082638814,2010,FSE,10,20,-0.3333333333333333
W2166271660,2010,FSE,27,23,0.08
W1515884010,2010,ICML,0,1,-1.0
W2169970157,2010,ICSE,53,97,-0.29333333333333333
W2127190390,2010,ICSE,14,43,-0.5087719298245614
W2122987719,2010,ICSE,18,79,-0.6288659793814433
W2109039735,2010,ICSE,2,11,-0.6923076923076923
W2118155805,2010,ICSE,4,75,-0.8987341772151899
W2155444758,2010,INFOCOM,0,26,-1.0
W1968532429,2010,KDD,48,36,0.14285714285714285
W1662133657,2010,KDD,19,181,-0.81
W2184954724,2010,NSDI,0,2,-1.0
W2145467766,2010,OSDI,9,110,-0.8487394957983193
W1893312510,2010,OSDI,21,98,-0.6470588235294118
W2141729404,2010,PLDI,6,50,-0.7857142857142857
W2103126020,2010,PODS,19,109,-0.703125
W1985225657,2010,S&P,12,89,-0.7623762376237624
W3138585045,2010,SIGCOMM,5,5,0.0
W2109913881,2010,SIGIR,10,66,-0.7368421052631579
W2152475116,2010,SIGMETRICS,5,11,-0.375
W2151224499,2010,SIGMOD,64,69,-0.03759398496240601
W1480355964,2010,SODA,5,32,-0.7297297297297297
W2912359042,2010,STOC,5,38,-0.7674418604651163
W1991055327,2010,STOC,23,148,-0.7309941520467836
W2090048052,2010,UIST,72,96,-0.14285714285714285
W3000214033,2010,VLDB,0,30,-1.0
W2171279286,2010,WWW,43,80,-0.3008130081300813
W2150114207,2009,ACL,4,20,-0.6666666666666666
W2122223050,2009,ACL,33,48,-0.18518518518518517
W2142603219,2009,ACL,12,87,-0.7575757575757576
W2124142520,2009,CHI,80,120,-0.2
W2116041277,2009,CHI,15,10,0.2
W2162065809,2009,CHI,52,43,0.09473684210526316
W2114197969,2009,CHI,9,10,-0.05263157894736842
W2061766138,2009,CHI,22,17,0.1282051282051282
W2097298348,2009,CHI,9,34,-0.5813953488372093
W2082973176,2009,CIKM,3,22,-0.76
W1990592195,2009,CVPR,35,165,-0.65
W2073961002,2009,FSE,9,45,-0.6666666666666666
W2136880809,2009,FSE,2,42,-0.9090909090909091
W2059215200,2009,FSE,16,58,-0.5675675675675675
W2142037471,2009,ICCV,18,182,-0.82
W2084809122,2009,ICML,9,59,-0.7352941176470589
W2132800423,2009,ICSE,13,59,-0.6388888888888888
W2046434103,2009,ICSE,32,78,-0.41818181818181815
W2098664130,2009,ICSE,17,78,-0.6421052631578947
W2122947685,2009,ICSE,66,134,-0.34
W2156883549,2009,ICSE,31,103,-0.5373134328358209
W1496830905,2009,IJCAI,0,17,-1.0
W1528986923,2009,IJCAI,33,74,-0.38317757009345793
W2163609156,2009,INFOCOM,26,86,-0.5357142857142857
W2080320419,2009,KDD,55,145,-0.45
W2135573205,2009,MOBICOM,30,62,-0.34782608695652173
W1519889149,2009,NSDI,10,61,-0.7183098591549296
W2072892827,2009,NSDI,79,21,0.58
W2148707178,2009,PLDI,7,32,-0.6410256410256411
W2041829641,2009,PODS,0,12,-1.0
W2105842205,2009,S&P,17,57,-0.5405405405405406
W2150957281,2009,SIGCOMM,121,79,0.21
W2134842174,2009,SIGIR,28,71,-0.43434343434343436
W2109992755,2009,SIGMETRICS,20,14,0.17647058823529413
W2126354234,2009,SIGMOD,12,22,-0.29411764705882354
W2911824201,2009,SODA,39,0,1.0
W2137888380,2009,SOSP,0,2,-1.0
W2019883273,2009,STOC,9,49,-0.6896551724137931
W2058785578,2009,STOC,0,200,-1.0
W2139459444,2009,UIST,12,40,-0.5384615384615384
W2998654680,2009,VLDB,1,24,-0.92
W2155530593,2009,WWW,6,27,-0.6363636363636364
W192051504,2008,AAAI,5,11,-0.375
W1816489643,2008,AAAI,10,33,-0.5348837209302325
W2166905217,2008,ACL,10,151,-0.8757763975155279
W2134729743,2008,ACL,9,159,-0.8928571428571429
W2105512500,2008,CHI,2,34,-0.8888888888888888
W2094064671,2008,CHI,3,1,0.5
W2152414382,2008,CHI,36,39,-0.04
W2053078227,2008,CHI,36,29,0.1076923076923077
W2140188249,2008,CHI,29,62,-0.3626373626373626
W2062709156,2008,CHI,12,18,-0.2
W2059641569,2008,CHI,19,38,-0.3333333333333333
W2100341149,2008,CIKM,47,153,-0.53
W2113201641,2008,CVPR,40,160,-0.6
W2111559961,2008,CVPR,8,71,-0.7974683544303798
W1497086998,2008,FOCS,0,0,
W2122633358,2008,FSE,46,51,-0.05154639175257732
W2160517961,2008,FSE,18,147,-0.7818181818181819
W2030811966,2008,ICML,21,77,-0.5714285714285714
W2103188316,2008,ICSE,7,69,-0.8157894736842105
W2154843497,2008,ICSE,12,59,-0.6619718309859155
W1790484086,2008,ICSE,0,4,-1.0
W2136043644,2008,ICSE,6,29,-0.6571428571428571
W2130243914,2008,ICSE,5,34,-0.7435897435897436
W2157090751,2008,INFOCOM,23,61,-0.4523809523809524
W2133795371,2008,INFOCOM,5,26,-0.6774193548387096
W1995120351,2008,INFOCOM,2,136,-0.9710144927536232
W2118556950,2008,KDD,6,14,-0.4
W2171183905,2008,MOBICOM,21,27,-0.125
W48887007,2008,NSDI,7,0,1.0
W1598241463,2008,NSDI,9,27,-0.5
W1710734607,2008,OSDI,45,155,-0.55
W1493893823,2008,OSDI,23,177,-0.77
W2013592197,2008,OSDI,17,73,-0.6222222222222222
W1967172267,2008,PODS,12,32,-0.45454545454545453
W2143472559,2008,S&P,93,103,-0.05102040816326531
W2005689470,2008,SIGIR,18,84,-0.6470588235294118
W2059739152,2008,SIGMETRICS,15,75,-0.6666666666666666
W2725226870,2008,SIGMOD,1,30,-0.9354838709677419
W2171901130,2008,SIGMOD,16,121,-0.7664233576642335
W2169528477,2008,STOC,30,67,-0.38144329896907214
W2110871651,2008,STOC,32,146,-0.6404494382022472
W2140190783,2008,UIST,31,88,-0.4789915966386555
W4249843299,2008,VLDB,52,37,0.16853932584269662
W2141463661,2008,VLDB,2,22,-0.8333333333333334
W2145990704,2008,WWW,11,46,-0.6140350877192983
W2146447174,2007,AAAI,38,24,0.22580645161290322
W1902527071,2007,AAAI,6,6,0.0
W2121465811,2007,ACL,12,101,-0.7876106194690266
W2117601224,2007,CHI,11,39,-0.56
W2006550435,2007,CHI,56,61,-0.042735042735042736
W2152312062,2007,CHI,38,0,1.0
W2108518773,2007,CHI,52,96,-0.2972972972972973
W2057359302,2007,CHI,11,31,-0.47619047619047616
W3172402307,2007,CHI,1,0,1.0
W2146304342,2007,CIKM,46,120,-0.4457831325301205
W2082546838,2007,CVPR,4,12,-0.5
W2162561603,2007,FOCS,1,37,-0.9473684210526315
W2163643791,2007,FSE,12,36,-0.5
W2042454716,2007,FSE,15,28,-0.3023255813953488
W2112380328,2007,FSE,1,12,-0.8461538461538461
W2137956345,2007,FSE,5,40,-0.7777777777777778
W2153119123,2007,ICCV,3,14,-0.6470588235294118
W2169495281,2007,ICML,30,170,-0.7
W2145544369,2007,ICSE,10,87,-0.7938144329896907
W2151553346,2007,ICSE,18,111,-0.7209302325581395
W2152846401,2007,ICSE,52,84,-0.23529411764705882
W2115694885,2007,ICSE,0,38,-1.0
W110738662,2007,IJCAI,17,4,0.6190476190476191
W57770583,2007,IJCAI,6,11,-0.29411764705882354
W1552944591,2007,IJCAI,7,20,-0.48148148148148145
W2140103214,2007,INFOCOM,12,38,-0.52
W2056932183,2007,KDD,9,31,-0.55
W1576549127,2007,NSDI,10,70,-0.75
W2071286129,2007,PLDI,5,9,-0.2857142857142857
W2153578567,2007,PLDI,5,61,-0.8484848484848485
W2061358102,2007,PODS,2,0,1.0
W2149156280,2007,SIGIR,30,86,-0.4827586206896552
W2066262685,2007,SIGMETRICS,15,41,-0.4642857142857143
W2077449561,2007,SIGMOD,10,38,-0.5833333333333334
W2035801804,2007,SIGMOD,6,17,-0.4782608695652174
W2108026089,2007,SOSP,28,89,-0.5213675213675214
W2038345682,2007,SOSP,2,34,-0.8888888888888888
W2166510103,2007,SOSP,34,89,-0.44715447154471544
W2170835539,2007,STOC,45,88,-0.3233082706766917
W1998698985,2007,STOC,104,58,0.2839506172839506
W2140280838,2007,UIST,16,68,-0.6190476190476191
W2140613126,2007,VLDB,86,114,-0.14
W2028891984,2007,WWW,2,10,-0.6666666666666666
W1607840088,2006,AAAI,13,27,-0.35
W52985456,2006,AAAI,0,9,-1.0
W2144108169,2006,ACL,32,148,-0.6444444444444445
W2003257628,2006,CHI,8,29,-0.5675675675675675
W4390808104,2006,CHI,4,0,1.0
W2118755902,2006,CHI,33,80,-0.415929203539823
W2044983364,2006,CIKM,2,37,-0.8974358974358975
W2146352414,2006,CVPR,20,180,-0.8
W2026177035,2006,FOCS,13,187,-0.87
W2082731247,2006,FSE,4,25,-0.7241379310344828
W2107794009,2006,FSE,14,95,-0.7431192660550459
W2162152253,2006,ICML,17,83,-0.66
W2071616717,2006,ICSE,60,108,-0.2857142857142857
W2079317829,2006,ICSE,65,112,-0.2655367231638418
W2069488474,2006,INFOCOM,8,117,-0.872
W2035720976,2006,KDD,47,153,-0.53
W1544095305,2006,NSDI,17,109,-0.7301587301587301
W1500238431,2006,NSDI,1,16,-0.8823529411764706
W2058535975,2006,OSDI,2,4,-0.3333333333333333
W1981420413,2006,OSDI,53,147,-0.47
W2036564813,2006,PODS,11,20,-0.2903225806451613
W2124504084,2006,SIGIR,28,75,-0.4563106796116505
W4214714086,2006,SIGMETRICS,8,68,-0.7894736842105263
W118378920,2006,SIGMOD,4,6,-0.2
W336776360,2006,STOC,1,3,-0.5
W2062658884,2006,UIST,29,79,-0.46296296296296297
W2146081216,2006,VLDB,4,19,-0.6521739130434783
W2128941908,2006,WWW,28,52,-0.3
W1587673378,2005,AAAI,7,15,-0.36363636363636365
W2152263452,2005,ACL,6,194,-0.94
W2112103637,2005,CHI,17,111,-0.734375
W2107788319,2005,CHI,51,41,0.10869565217391304
W2153282521,2005,CHI,4,47,-0.8431372549019608
W4301013381,2005,CHI,21,24,-0.06666666666666667
W1965605976,2005,CIKM,6,12,-0.3333333333333333
W2140720810,2005,CVPR,17,183,-0.83
W2133589924,2005,FOCS,15,68,-0.6385542168674698
W2150240046,2005,FSE,4,48,-0.8461538461538461
W2166140339,2005,FSE,5,33,-0.7368421052631579
W2009489720,2005,FSE,14,186,-0.86
W2105340458,2005,ICCV,5,23,-0.6428571428571429
W2070771761,2005,ICML,91,109,-0.09
W2170239024,2005,ICSE,14,34,-0.4166666666666667
W2169952536,2005,ICSE,38,59,-0.21649484536082475
W2013711971,2005,ICSE,47,132,-0.4748603351955307
W4239049496,2005,ICSE,26,4,0.7333333333333333
W1603364293,2005,IJCAI,0,3,-1.0
W2912387951,2005,IJCAI,19,9,0.35714285714285715
W157725869,2005,IJCAI,28,58,-0.3488372093023256
W2098608071,2005,INFOCOM,0,200,-1.0
W1520365698,2005,KDD,5,24,-0.6551724137931034
W1965343327,2005,NSDI,22,95,-0.6239316239316239
W4236944756,2005,PLDI,3,44,-0.8723404255319149
W4245234767,2005,PLDI,18,7,0.44
W2111421966,2005,PODS,0,4,-1.0
W2159668267,2005,PODS,8,74,-0.8048780487804879
W1963658069,2005,SIGIR,11,75,-0.7441860465116279
W2171217544,2005,SIGMETRICS,1,33,-0.9411764705882353
W2099323800,2005,SOSP,13,95,-0.7592592592592593
W2047418149,2005,SOSP,7,10,-0.17647058823529413
W4254762831,2005,SOSP,26,156,-0.7142857142857143
W240096793,2005,STOC,10,2,0.6666666666666666
W2042616792,2005,UIST,56,31,0.28735632183908044
W2135552269,2005,VLDB,3,35,-0.8421052631578947
W1977841655,2005,WWW,4,53,-0.8596491228070176
W2753424512,2004,AAAI,0,0,
W2121147707,2004,ACL,22,87,-0.5963302752293578
W2026168616,2004,CIKM,1,14,-0.8666666666666667
W2101305476,2004,CVPR,8,31,-0.5897435897435898
W2163375015,2004,FOCS,2,26,-0.8571428571428571
W1984459117,2004,FOCS,0,32,-1.0
W2149612550,2004,FSE,24,70,-0.48936170212765956
W2222782578,2004,FSE,17,49,-0.48484848484848486
W2041853131,2004,ICSE,3,31,-0.8235294117647058
W4244325127,2004,ICSE,17,12,0.1724137931034483
W2003751975,2004,ICSE,2,17,-0.7894736842105263
W4240473828,2004,ICSE,2,8,-0.6
W4254486023,2004,ICSE,1,16,-0.8823529411764706
W2161725792,2004,INFOCOM,15,185,-0.85
W2139956879,2004,KDD,18,182,-0.82
W2058632086,2004,NSDI,64,136,-0.36
W2116283852,2004,OSDI,5,20,-0.6
W146360823,2004,OSDI,11,0,1.0
W2158600037,2004,PLDI,34,166,-0.66
W2092650892,2004,PODS,4,51,-0.8545454545454545
W2134557008,2004,SIGIR,25,51,-0.34210526315789475
W2116790783,2004,SIGMETRICS,1,25,-0.9230769230769231
W1993855803,2004,SIGMOD,8,69,-0.7922077922077922
W2020632401,2004,STOC,17,141,-0.7848101265822784
W295046251,2004,STOC,0,0,
W1989450868,2004,UIST,33,28,0.08196721311475409
W4251611291,2004,UIST,0,0,
W2097995023,2004,VLDB,57,143,-0.43
W2064716575,2004,WWW,23,25,-0.041666666666666664
W2113272343,2003,ACL,39,43,-0.04878048780487805
W2097606805,2003,ACL,92,108,-0.08
W2154422044,2003,CVPR,61,139,-0.39
W2149463264,2003,FOCS,3,41,-0.8636363636363636
W2121376435,2003,FSE,14,20,-0.17647058823529413
W2131467114,2003,FSE,3,42,-0.8666666666666667
W2142038400,2003,FSE,11,27,-0.42105263157894735
W2066763472,2003,ICCV,14,54,-0.5882352941176471
W2056860348,2003,ICCV,20,76,-0.5833333333333334
W1992825118,2003,ICCV,78,122,-0.22
W2160510992,2003,ICSE,14,40,-0.48148148148148145
W4243167850,2003,ICSE,13,63,-0.6578947368421053
W2101914010,2003,IJCAI,7,97,-0.8653846153846154
W1664963465,2003,IJCAI,22,56,-0.4358974358974359
W2087796731,2003,INFOCOM,17,69,-0.6046511627906976
W2061820396,2003,KDD,60,122,-0.34065934065934067
W2125346056,2003,PLDI,7,50,-0.7543859649122807
W1971778458,2003,PODS,3,18,-0.7142857142857143
W2125596620,2003,SIGIR,15,59,-0.5945945945945946
W2102951036,2003,SIGMOD,19,7,0.46153846153846156
W4229646679,2003,SOSP,6,44,-0.76
W2144552569,2003,SOSP,18,45,-0.42857142857142855
W2295705535,2003,SOSP,20,46,-0.3939393939393939
W2123852216,2003,STOC,2,25,-0.8518518518518519
W2015281423,2003,STOC,2,32,-0.8823529411764706
W2131054109,2003,UIST,12,26,-0.3684210526315789
W2069153192,2003,WWW,35,165,-0.65
W2099003704,2003,WWW,22,41,-0.30158730158730157
W1964376592,2002,AAAI,4,22,-0.6923076923076923
W2154124206,2002,ACL,29,171,-0.71
W2787952106,2002,FOCS,0,0,
W2145818650,2002,FOCS,27,33,-0.1
W2129023820,2002,FOCS,1,95,-0.9791666666666666
W2121081915,2002,FSE,23,96,-0.6134453781512605
W2097692570,2002,INFOCOM,11,35,-0.5217391304347826
W2045747317,2002,KDD,12,5,0.4117647058823529
W2121542813,2002,OSDI,48,96,-0.3333333333333333
W2003304137,2002,PODS,1,47,-0.9583333333333334
W1981825277,2002,SIGIR,51,39,0.13333333333333333
W2296630161,2002,UIST,4,22,-0.6923076923076923
W2006591097,2002,WWW,56,11,0.6716417910447762
W2139403546,2001,ACL,16,83,-0.6767676767676768
W2155693943,2001,ACL,30,100,-0.5384615384615384
W2130398583,2001,CVPR,4,47,-0.8431372549019608
W2098479385,2001,ICCV,40,84,-0.3548387096774194
W2148162135,2001,ICCV,7,61,-0.7941176470588235
W2084341220,2001,IJCAI,92,41,0.38345864661654133
W2013901835,2001,INFOCOM,8,0,1.0
W2009144907,2001,KDD,8,16,-0.3333333333333333
W2134206624,2001,PODS,44,118,-0.4567901234567901
W2094661073,2001,SIGIR,8,45,-0.6981132075471698
W2163336863,2001,SIGMOD,15,185,-0.85
W2100857937,2001,SOSP,0,7,-1.0
W2053903896,2001,SOSP,12,48,-0.6
W1994547327,2001,UIST,62,59,0.024793388429752067
W2130642985,2001,VLDB,11,52,-0.6507936507936508
W1985727586,2001,WWW,5,47,-0.8076923076923077
W2096678443,2000,AAAI,6,6,0.0
W2284662111,2000,AAAI,4,6,-0.2
W2118119027,2000,AAAI,24,49,-0.3424657534246575
W2103552898,2000,AAAI,0,26,-1.0
W2159128898,2000,CVPR,63,137,-0.37
W2110416206,2000,INFOCOM,31,114,-0.5724137931034483
W1991962718,2000,KDD,56,10,0.696969696969697
W4235785239,2000,OSDI,50,0,1.0
W4231002400,2000,PLDI,62,91,-0.1895424836601307
W2035071899,2000,PODS,3,10,-0.5384615384615384
W1985554184,2000,SIGIR,51,23,0.3783783783783784
W4235095233,2000,SIGMOD,31,25,0.10714285714285714
W2169732913,2000,UIST,38,81,-0.36134453781512604
W2175110005,2000,WWW,25,175,-0.75
