treated_id,treated_name,control_id,control_name,conference,award_year,treat_pos,ctrl_pos,match_dist,core_rank
https://openalex.org/A5014963962,Nicholas Reiter,https://openalex.org/A5034891790,Isaac Johnson,CHI,2017,3,2,0.0,A*
https://openalex.org/A5024399465,Jan Gugenheimer,https://openalex.org/A5089644604,Thammathip Piumsomboon,CHI,2017,1,3,0.0,A*
https://openalex.org/A5016957812,Evgeny Stemasov,https://openalex.org/A5026377321,Stacy Branham,CHI,2017,2,3,0.0,A*
https://openalex.org/A5033203092,Julian Frommel,https://openalex.org/A5032452724,Kentaro Toyama,CHI,2017,3,5,0.0,A*
https://openalex.org/A5056738154,José S Marcano Belisario,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2017,3,2,0.0,A*
https://openalex.org/A5038365039,Rafael Lucas d'Oliveira,https://openalex.org/A5034891790,Isaac Johnson,CHI,2017,2,2,0.0,A*
https://openalex.org/A5062258537,Alexandra To,https://openalex.org/A5089644604,Thammathip Piumsomboon,CHI,2017,3,3,0.0,A*
https://openalex.org/A5044904792,Heishiro Toyoda,https://openalex.org/A5032452724,Kentaro Toyama,CHI,2017,2,5,0.0,A*
https://openalex.org/A5064927835,Felicia Alfieri,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2017,2,2,0.0,A*
https://openalex.org/A5076364930,Farnaz Jahanbakhsh,https://openalex.org/A5032452724,Kentaro Toyama,CHI,2017,1,5,0.0,A*
https://openalex.org/A5072417908,Anastasiya Bavykina,https://openalex.org/A5064563429,Robert H. Anderson,CHI,2017,2,2,0.0,A*
https://openalex.org/A5049519805,Zhuojian Zhong,https://openalex.org/A5034891790,Isaac Johnson,CIKM,2017,3,2,0.0,Unranked
https://openalex.org/A5101415694,Ashish Shrivastava,https://openalex.org/A5089644604,Thammathip Piumsomboon,CVPR,2017,1,3,0.0,A*
https://openalex.org/A5033363730,Natasha Danas,https://openalex.org/A5026377321,Stacy Branham,FSE,2017,2,3,0.0,Unranked
https://openalex.org/A5076388753,Dan Gopstein,https://openalex.org/A5032452724,Kentaro Toyama,FSE,2017,1,5,0.0,Unranked
https://openalex.org/A5015586819,Jake Iannacone,https://openalex.org/A5064563429,Robert H. Anderson,FSE,2017,2,2,0.0,Unranked
https://openalex.org/A5021297302,Timothy Tunnell,https://openalex.org/A5034891790,Isaac Johnson,FSE,2017,3,2,0.0,Unranked
https://openalex.org/A5038532934,Sainyam Galhotra,https://openalex.org/A5089644604,Thammathip Piumsomboon,FSE,2017,1,3,0.0,Unranked
https://openalex.org/A5055321934,Gabriel Ferns,https://openalex.org/A5032452724,Kentaro Toyama,FSE,2017,2,5,0.0,Unranked
https://openalex.org/A5101415638,Yuchi Tian,https://openalex.org/A5064563429,Robert H. Anderson,FSE,2017,1,2,0.0,Unranked
https://openalex.org/A5014407395,Georgia Gkioxari,https://openalex.org/A5034891790,Isaac Johnson,ICCV,2017,2,2,0.0,A*
https://openalex.org/A5085762342,Davood Mazinanian,https://openalex.org/A5089644604,Thammathip Piumsomboon,ICSE,2017,2,3,0.0,A*
https://openalex.org/A5028238692,Benjamin Clegg,https://openalex.org/A5032452724,Kentaro Toyama,ICSE,2017,3,5,0.0,A*
https://openalex.org/A5024997852,Benjamin Floyd,https://openalex.org/A5064563429,Robert H. Anderson,ICSE,2017,1,2,0.0,A*
https://openalex.org/A5013623251,Tyler Santander,https://openalex.org/A5034891790,Isaac Johnson,ICSE,2017,2,2,0.0,A*
https://openalex.org/A5081483504,August Shi,https://openalex.org/A5032452724,Kentaro Toyama,ICSE,2017,1,5,0.0,A*
https://openalex.org/A5046120615,Konstantinos Poularakis,https://openalex.org/A5064563429,Robert H. Anderson,INFOCOM,2017,1,2,0.0,A*
https://openalex.org/A5008595840,Hongseok Namkoong,https://openalex.org/A5034891790,Isaac Johnson,NeurIPS,2017,1,2,0.0,A*
https://openalex.org/A5008326572,Amanieu d'Antras,https://openalex.org/A5089644604,Thammathip Piumsomboon,PLDI,2017,1,3,0.0,Unranked
https://openalex.org/A5070223708,Cosmin Gorgovan,https://openalex.org/A5032452724,Kentaro Toyama,PLDI,2017,2,5,0.0,Unranked
https://openalex.org/A5078763719,Jeehoon Kang,https://openalex.org/A5064563429,Robert H. Anderson,PLDI,2017,3,2,0.0,Unranked
https://openalex.org/A5019918530,Luke Maurer,https://openalex.org/A5034891790,Isaac Johnson,PLDI,2017,1,2,0.0,Unranked
https://openalex.org/A5020454182,Paul Downen,https://openalex.org/A5032452724,Kentaro Toyama,PLDI,2017,2,5,0.0,Unranked
https://openalex.org/A5010565905,Andreas Haas,https://openalex.org/A5064563429,Robert H. Anderson,PLDI,2017,1,2,0.0,Unranked
https://openalex.org/A5018284688,Nadim Kobeissi,https://openalex.org/A5034891790,Isaac Johnson,S&P,2017,3,2,0.0,A*
https://openalex.org/A5008674902,Anirudh Sivaraman,https://openalex.org/A5089644604,Thammathip Piumsomboon,SIGCOMM,2017,2,3,0.0,A*
https://openalex.org/A5086057750,Vikram Nathan,https://openalex.org/A5065310265,Dongyoon Lee,SIGCOMM,2017,3,4,0.0,A*
https://openalex.org/A5044787871,Phelim Bradley,https://openalex.org/A5015125413,Shengjian Guo,SIGIR,2017,1,1,0.0,A*
https://openalex.org/A5102759092,Cheng Tan,https://openalex.org/A5017792083,Meng Wu,SOSP,2017,1,2,0.0,A*
https://openalex.org/A5007048525,Kexin Pei,https://openalex.org/A5100406890,Chao Wang,SOSP,2017,1,3,0.0,A*
