author_id,award_year,rel_year,pubs,cits
A5112785267,2008,3,0,0
A5112785267,2008,4,4,26
A5112785267,2008,5,0,0
A5108208453,2008,-5,1,15
A5108208453,2008,-4,1,63
A5108208453,2008,-3,3,1
A5108208453,2008,-2,2,4
A5108208453,2008,-1,1,39
A5108208453,2008,0,4,155
A5108208453,2008,1,5,34
A5108208453,2008,2,1,7
A5108208453,2008,3,4,51
A5108208453,2008,4,1,11
A5108208453,2008,5,1,7
A5002059431,2008,-5,8,8286
A5002059431,2008,-4,2,47
A5002059431,2008,-3,10,2850
A5002059431,2008,-2,3,201
A5002059431,2008,-1,4,548
A5002059431,2008,0,5,739
A5002059431,2008,1,3,22
A5002059431,2008,2,4,7
A5002059431,2008,3,9,281
A5002059431,2008,4,5,146
A5002059431,2008,5,4,314
A5072545148,2016,-5,0,0
A5072545148,2016,-4,1,1
A5072545148,2016,-3,0,0
A5072545148,2016,-2,0,0
A5072545148,2016,-1,3,363
A5072545148,2016,0,1,27
A5072545148,2016,1,0,0
A5072545148,2016,2,0,0
A5072545148,2016,3,0,0
A5072545148,2016,4,0,0
A5072545148,2016,5,0,0
A5103959495,2016,-5,1,190
A5103959495,2016,-4,2,172
A5103959495,2016,-3,3,60
A5103959495,2016,-2,2,203
A5103959495,2016,-1,2,353
A5103959495,2016,0,2,99
A5103959495,2016,1,2,1
A5103959495,2016,2,2,14
A5103959495,2016,3,2,140
A5103959495,2016,4,1,103
A5103959495,2016,5,1,0
A5027566829,2016,-5,2,338
A5027566829,2016,-4,3,247
A5027566829,2016,-3,4,134
A5027566829,2016,-2,4,173
A5027566829,2016,-1,5,374
A5027566829,2016,0,1,27
A5027566829,2016,1,2,498
A5027566829,2016,2,1,0
A5027566829,2016,3,0,0
A5027566829,2016,4,0,0
A5027566829,2016,5,0,0
A5032459671,2016,-5,8,1248
A5032459671,2016,-4,6,390
A5032459671,2016,-3,2,177
A5032459671,2016,-2,1,29
A5032459671,2016,-1,9,1091
A5032459671,2016,0,1,27
A5032459671,2016,1,5,857
A5032459671,2016,2,2,372
A5032459671,2016,3,0,0
A5032459671,2016,4,2,86
A5032459671,2016,5,1,17
A5015355530,2016,-5,4,114
A5015355530,2016,-4,3,111
A5015355530,2016,-3,4,74
A5015355530,2016,-2,4,35
A5015355530,2016,-1,2,13
A5015355530,2016,0,4,33
A5015355530,2016,1,5,25
A5015355530,2016,2,4,101
A5015355530,2016,3,1,1
A5015355530,2016,4,4,165
A5015355530,2016,5,2,2
A5064032990,2016,-5,8,313
A5064032990,2016,-4,18,535
A5064032990,2016,-3,13,179
A5064032990,2016,-2,14,527
A5064032990,2016,-1,13,160
A5064032990,2016,0,17,159
A5064032990,2016,1,17,168
A5064032990,2016,2,23,126
A5064032990,2016,3,13,114
A5064032990,2016,4,18,557
A5064032990,2016,5,16,306
A5054714302,2016,-5,4,401
A5054714302,2016,-4,3,1244
A5054714302,2016,-3,3,214
A5054714302,2016,-2,3,88
A5054714302,2016,-1,0,0
A5054714302,2016,0,2,33
A5054714302,2016,1,2,501
A5054714302,2016,2,2,70
A5054714302,2016,3,1,12
A5054714302,2016,4,3,3
A5054714302,2016,5,2,82
A5024685984,2016,-5,0,0
A5024685984,2016,-4,0,0
A5024685984,2016,-3,0,0
A5024685984,2016,-2,0,0
A5024685984,2016,-1,4,427
A5024685984,2016,0,3,45
A5024685984,2016,1,5,109
A5024685984,2016,2,4,62
A5024685984,2016,3,1,53
A5024685984,2016,4,0,0
A5024685984,2016,5,0,0
A5017319081,2016,-5,0,0
A5017319081,2016,-4,0,0
A5017319081,2016,-3,0,0
A5017319081,2016,-2,0,0
A5017319081,2016,-1,1,185
A5017319081,2016,0,2,32
A5017319081,2016,1,3,327
A5017319081,2016,2,5,51
A5017319081,2016,3,3,27
A5017319081,2016,4,1,1
A5017319081,2016,5,4,28
A5019043770,2016,-5,8,432
A5019043770,2016,-4,10,486
A5019043770,2016,-3,29,2852
A5019043770,2016,-2,15,1673
A5019043770,2016,-1,14,662
A5019043770,2016,0,17,869
A5019043770,2016,1,16,1238
A5019043770,2016,2,13,278
A5019043770,2016,3,10,135
A5019043770,2016,4,13,76
A5019043770,2016,5,11,267
A5030367905,2014,-5,4,351
A5030367905,2014,-4,5,582
A5030367905,2014,-3,10,279
A5030367905,2014,-2,3,181
A5030367905,2014,-1,4,56
A5030367905,2014,0,8,10570
A5030367905,2014,1,11,41
A5030367905,2014,2,7,3682
A5030367905,2014,3,10,94
A5030367905,2014,4,12,162
A5030367905,2014,5,3,67
A5100631553,2014,-5,0,0
A5100631553,2014,-4,1,5
A5100631553,2014,-3,1,0
A5100631553,2014,-2,1,4
A5100631553,2014,-1,0,0
A5100631553,2014,0,2,10381
A5100631553,2014,1,1,54
A5100631553,2014,2,1,1
A5100631553,2014,3,1,0
A5100631553,2014,4,7,435
A5100631553,2014,5,7,56
A5062375227,2014,-5,27,223
A5062375227,2014,-4,21,374
A5062375227,2014,-3,28,290
A5062375227,2014,-2,27,654
A5062375227,2014,-1,15,311
A5062375227,2014,0,29,11035
A5062375227,2014,1,27,487
A5062375227,2014,2,22,4151
A5062375227,2014,3,14,245
A5062375227,2014,4,28,412
A5062375227,2014,5,29,546
A5002431770,2014,-5,3,57
A5002431770,2014,-4,3,65
A5002431770,2014,-3,5,56
A5002431770,2014,-2,5,80
A5002431770,2014,-1,6,69
A5002431770,2014,0,11,10496
A5002431770,2014,1,7,114
A5002431770,2014,2,9,3723
A5002431770,2014,3,14,76
A5002431770,2014,4,12,110
A5002431770,2014,5,11,129
A5057836299,2014,-5,2,16
A5057836299,2014,-4,4,704
A5057836299,2014,-3,2,320
A5057836299,2014,-2,5,439
A5057836299,2014,-1,2,287
A5057836299,2014,0,3,3952
A5057836299,2014,1,5,422
A5057836299,2014,2,7,426
A5057836299,2014,3,2,98
A5057836299,2014,4,4,187
A5057836299,2014,5,6,262
A5053996737,2014,-5,19,741
A5053996737,2014,-4,23,1058
A5053996737,2014,-3,30,1832
A5053996737,2014,-2,22,647
A5053996737,2014,-1,29,4540
A5053996737,2014,0,41,6334
A5053996737,2014,1,21,3804
A5053996737,2014,2,18,3196
A5053996737,2014,3,20,702
A5053996737,2014,4,30,1787
A5053996737,2014,5,33,805
A5103490546,2014,-5,0,0
A5103490546,2014,-4,0,0
A5103490546,2014,-3,0,0
A5103490546,2014,-2,0,0
A5103490546,2014,-1,0,0
A5103490546,2014,0,1,3742
A5103490546,2014,1,0,0
A5103490546,2014,2,0,0
A5103490546,2014,3,0,0
A5103490546,2014,4,0,0
A5103490546,2014,5,0,0
A5009879346,2014,-5,1,23
A5009879346,2014,-4,5,704
A5009879346,2014,-3,3,343
A5009879346,2014,-2,4,221
A5009879346,2014,-1,3,153
A5009879346,2014,0,4,4090
A5009879346,2014,1,2,268
A5009879346,2014,2,3,186
A5009879346,2014,3,0,0
A5009879346,2014,4,2,1
A5009879346,2014,5,0,0
A5091279780,2014,-5,3,40
A5091279780,2014,-4,11,755
A5091279780,2014,-3,3,343
A5091279780,2014,-2,7,501
A5091279780,2014,-1,6,346
A5091279780,2014,0,9,4177
A5091279780,2014,1,5,431
A5091279780,2014,2,6,125
A5091279780,2014,3,2,30
A5091279780,2014,4,8,641
A5091279780,2014,5,6,342
A5059454433,2014,-5,3,15
A5059454433,2014,-4,3,1
A5059454433,2014,-3,3,199
A5059454433,2014,-2,8,377
A5059454433,2014,-1,10,1359
A5059454433,2014,0,9,4166
A5059454433,2014,1,3,393
A5059454433,2014,2,8,1259
A5059454433,2014,3,7,50
A5059454433,2014,4,10,1798
A5059454433,2014,5,5,332
A5075917312,2014,-5,0,0
A5075917312,2014,-4,0,0
A5075917312,2014,-3,0,0
A5075917312,2014,-2,0,0
A5075917312,2014,-1,0,0
A5075917312,2014,0,1,2352
A5075917312,2014,1,0,0
A5075917312,2014,2,0,0
A5075917312,2014,3,1,9
A5075917312,2014,4,0,0
A5075917312,2014,5,1,19
A5009362952,2014,-5,7,515
A5009362952,2014,-4,5,70
A5009362952,2014,-3,7,202
A5009362952,2014,-2,3,410
A5009362952,2014,-1,5,747
A5009362952,2014,0,13,3249
A5009362952,2014,1,16,376
A5009362952,2014,2,9,570
A5009362952,2014,3,10,789
A5009362952,2014,4,17,297
A5009362952,2014,5,16,622
A5084198418,2014,-5,19,1072
A5084198418,2014,-4,24,2040
A5084198418,2014,-3,11,339
A5084198418,2014,-2,16,1130
A5084198418,2014,-1,14,1695
A5084198418,2014,0,19,3310
A5084198418,2014,1,12,586
A5084198418,2014,2,18,1062
A5084198418,2014,3,28,855
A5084198418,2014,4,20,453
A5084198418,2014,5,26,877
A5003562101,2015,-5,7,311
A5003562101,2015,-4,4,215
A5003562101,2015,-3,6,1248
A5003562101,2015,-2,8,5381
A5003562101,2015,-1,10,20146
A5003562101,2015,0,22,31018
A5003562101,2015,1,21,30999
A5003562101,2015,2,24,11425
A5003562101,2015,3,26,13974
A5003562101,2015,4,17,4302
A5003562101,2015,5,9,246
A5088815712,2015,-5,3,0
A5088815712,2015,-4,0,0
A5088815712,2015,-3,0,0
A5088815712,2015,-2,0,0
A5088815712,2015,-1,0,0
A5088815712,2015,0,4,1553
A5088815712,2015,1,1,1
A5088815712,2015,2,2,536
A5088815712,2015,3,2,273
A5088815712,2015,4,4,53
A5088815712,2015,5,1,49
A5112445699,2015,-5,3,82
A5112445699,2015,-4,2,238
A5112445699,2015,-3,5,12352
A5112445699,2015,-2,4,2153
A5112445699,2015,-1,6,2039
A5112445699,2015,0,13,4525
A5112445699,2015,1,13,2821
A5112445699,2015,2,17,3791
A5112445699,2015,3,6,2753
A5112445699,2015,4,3,188
A5112445699,2015,5,4,74
A5054262288,2015,-5,0,0
A5054262288,2015,-4,0,0
A5054262288,2015,-3,0,0
A5054262288,2015,-2,0,0
A5054262288,2015,-1,1,54
A5054262288,2015,0,2,1644
A5054262288,2015,1,8,138
A5054262288,2015,2,2,57
A5054262288,2015,3,2,35
A5054262288,2015,4,8,1660
A5054262288,2015,5,4,91
A5044806693,2015,-5,1,5
A5044806693,2015,-4,2,5
A5044806693,2015,-3,0,0
A5044806693,2015,-2,0,0
A5044806693,2015,-1,0,0
A5044806693,2015,0,1,1251
A5044806693,2015,1,5,870
A5044806693,2015,2,3,293
A5044806693,2015,3,8,586
A5044806693,2015,4,8,789
A5044806693,2015,5,3,22
A5081813991,2015,-5,0,0
A5081813991,2015,-4,0,0
A5081813991,2015,-3,0,0
A5081813991,2015,-2,0,0
A5081813991,2015,-1,1,8
A5081813991,2015,0,2,1362
A5081813991,2015,1,1,16
A5081813991,2015,2,8,3403
A5081813991,2015,3,0,0
A5081813991,2015,4,6,436
A5081813991,2015,5,4,81
A5017985443,2015,-5,0,0
A5017985443,2015,-4,0,0
A5017985443,2015,-3,2,191
A5017985443,2015,-2,3,132
A5017985443,2015,-1,9,3475
A5017985443,2015,0,11,5048
A5017985443,2015,1,5,686
A5017985443,2015,2,6,3746
A5017985443,2015,3,7,1068
A5017985443,2015,4,11,611
A5017985443,2015,5,15,333
A5102766796,2015,-5,3,218
A5102766796,2015,-4,0,0
A5102766796,2015,-3,1,188
A5102766796,2015,-2,5,157
A5102766796,2015,-1,3,14
A5102766796,2015,0,3,1273
A5102766796,2015,1,4,35
A5102766796,2015,2,7,35
A5102766796,2015,3,0,0
A5102766796,2015,4,5,491
A5102766796,2015,5,1,11
A5031002895,2015,-5,4,278
A5031002895,2015,-4,1,2351
A5031002895,2015,-3,8,569
A5031002895,2015,-2,8,2098
A5031002895,2015,-1,13,606
A5031002895,2015,0,17,2778
A5031002895,2015,1,13,3453
A5031002895,2015,2,22,13857
A5031002895,2015,3,29,3797
A5031002895,2015,4,33,5872
A5031002895,2015,5,32,1471
A5055928795,2015,-5,2,1248
A5055928795,2015,-4,1,95
A5055928795,2015,-3,0,0
A5055928795,2015,-2,3,887
A5055928795,2015,-1,1,218
A5055928795,2015,0,1,840
A5055928795,2015,1,3,105
A5055928795,2015,2,8,1117
A5055928795,2015,3,4,136
A5055928795,2015,4,11,1446
A5055928795,2015,5,4,694
A5043512908,2015,-5,6,138
A5043512908,2015,-4,3,52
A5043512908,2015,-3,11,178
A5043512908,2015,-2,11,1201
A5043512908,2015,-1,18,516
A5043512908,2015,0,11,928
A5043512908,2015,1,5,13
A5043512908,2015,2,6,31
A5043512908,2015,3,2,1
A5043512908,2015,4,1,0
A5043512908,2015,5,0,0
A5062606021,2015,-5,7,491
A5062606021,2015,-4,6,533
A5062606021,2015,-3,0,0
A5062606021,2015,-2,3,887
A5062606021,2015,-1,5,1002
A5062606021,2015,0,1,840
A5062606021,2015,1,0,0
A5062606021,2015,2,3,598
A5062606021,2015,3,0,0
A5062606021,2015,4,2,37
A5062606021,2015,5,3,34
A5081498756,2015,-5,3,2110
A5081498756,2015,-4,0,0
A5081498756,2015,-3,0,0
A5081498756,2015,-2,1,869
A5081498756,2015,-1,1,218
A5081498756,2015,0,1,840
A5081498756,2015,1,0,0
A5081498756,2015,2,0,0
A5081498756,2015,3,0,0
A5081498756,2015,4,0,0
A5081498756,2015,5,0,0
A5060118256,2015,-5,0,0
A5060118256,2015,-4,3,13
A5060118256,2015,-3,0,0
A5060118256,2015,-2,1,869
A5060118256,2015,-1,1,218
A5060118256,2015,0,1,840
A5060118256,2015,1,0,0
A5060118256,2015,2,0,0
A5060118256,2015,3,0,0
A5060118256,2015,4,0,0
A5060118256,2015,5,0,0
A5047801764,2015,-5,1,1
A5047801764,2015,-4,2,40
A5047801764,2015,-3,0,0
A5047801764,2015,-2,2,870
A5047801764,2015,-1,1,218
A5047801764,2015,0,1,840
A5047801764,2015,1,0,0
A5047801764,2015,2,0,0
A5047801764,2015,3,0,0
A5047801764,2015,4,0,0
A5047801764,2015,5,0,0
A5028549543,2015,-5,0,0
A5028549543,2015,-4,0,0
A5028549543,2015,-3,0,0
A5028549543,2015,-2,0,0
A5028549543,2015,-1,1,218
A5028549543,2015,0,1,840
A5028549543,2015,1,0,0
A5028549543,2015,2,0,0
A5028549543,2015,3,0,0
A5028549543,2015,4,0,0
A5028549543,2015,5,0,0
A5049080042,2015,-5,21,6
A5049080042,2015,-4,10,25
A5049080042,2015,-3,7,118
A5049080042,2015,-2,9,1654
A5049080042,2015,-1,6,287
A5049080042,2015,0,4,843
A5049080042,2015,1,6,50
A5049080042,2015,2,26,15
A5049080042,2015,3,4,4
A5049080042,2015,4,22,16
A5049080042,2015,5,2,0
A5086954218,2015,-5,0,0
A5086954218,2015,-4,1,2
A5086954218,2015,-3,2,44
A5086954218,2015,-2,0,0
A5086954218,2015,-1,1,2
A5086954218,2015,0,1,840
A5086954218,2015,1,0,0
A5086954218,2015,2,0,0
A5086954218,2015,3,0,0
A5086954218,2015,4,0,0
A5086954218,2015,5,0,0
A5054284310,2015,-5,0,0
A5054284310,2015,-4,0,0
A5054284310,2015,-3,0,0
A5054284310,2015,-2,0,0
A5054284310,2015,-1,0,0
A5054284310,2015,0,2,842
A5054284310,2015,1,0,0
A5054284310,2015,2,0,0
A5054284310,2015,3,0,0
A5054284310,2015,4,0,0
A5054284310,2015,5,0,0
A5087148487,2017,-5,1,8
A5087148487,2017,-4,3,46
A5087148487,2017,-3,4,24
A5087148487,2017,-2,2,1
A5087148487,2017,-1,4,3
A5087148487,2017,0,6,1017
A5087148487,2017,1,0,0
A5087148487,2017,2,0,0
A5087148487,2017,3,0,0
A5087148487,2017,4,0,0
A5087148487,2017,5,0,0
A5090895772,2017,-5,1,1
A5090895772,2017,-4,0,0
A5090895772,2017,-3,1,28
A5090895772,2017,-2,0,0
A5090895772,2017,-1,1,4
A5090895772,2017,0,9,1080
A5090895772,2017,1,8,636
A5090895772,2017,2,9,59
A5090895772,2017,3,28,85
A5090895772,2017,4,8,35
A5090895772,2017,5,3,24
A5049321288,2017,-5,18,167
A5049321288,2017,-4,20,437
A5049321288,2017,-3,21,224
A5049321288,2017,-2,23,438
A5049321288,2017,-1,30,277
A5049321288,2017,0,34,1364
A5049321288,2017,1,32,838
A5049321288,2017,2,24,185
A5049321288,2017,3,28,216
A5049321288,2017,4,20,122
A5049321288,2017,5,26,126
A5083045442,2017,-5,9,23
A5083045442,2017,-4,8,39
A5083045442,2017,-3,7,43
A5083045442,2017,-2,6,15
A5083045442,2017,-1,3,21
A5083045442,2017,0,7,1039
A5083045442,2017,1,0,0
A5083045442,2017,2,0,0
A5083045442,2017,3,0,0
A5083045442,2017,4,0,0
A5083045442,2017,5,0,0
A5100713555,2017,-5,0,0
A5100713555,2017,-4,0,0
A5100713555,2017,-3,1,7
A5100713555,2017,-2,0,0
A5100713555,2017,-1,0,0
A5100713555,2017,0,3,891
A5100713555,2017,1,7,553
A5100713555,2017,2,7,682
A5100713555,2017,3,7,99
A5100713555,2017,4,6,149
A5100713555,2017,5,7,572
A5019241553,2017,-5,1,73
A5019241553,2017,-4,6,3071
A5019241553,2017,-3,4,981
A5019241553,2017,-2,5,4342
A5019241553,2017,-1,10,2853
A5019241553,2017,0,15,3529
A5019241553,2017,1,21,4089
A5019241553,2017,2,31,3588
A5019241553,2017,3,20,1173
A5019241553,2017,4,30,2900
A5019241553,2017,5,16,1396
A5100373517,2017,-5,49,2388
A5100373517,2017,-4,50,3463
A5100373517,2017,-3,38,1382
A5100373517,2017,-2,36,5467
A5100373517,2017,-1,42,3482
A5100373517,2017,0,45,4262
A5100373517,2017,1,44,4373
A5100373517,2017,2,49,3365
A5100373517,2017,3,46,1234
A5100373517,2017,4,57,3058
A5100373517,2017,5,48,1938
A5072972153,2017,-5,3,7
A5072972153,2017,-4,0,0
A5072972153,2017,-3,1,0
A5072972153,2017,-2,1,2
A5072972153,2017,-1,0,0
A5072972153,2017,0,4,621
A5072972153,2017,1,10,427
A5072972153,2017,2,7,219
A5072972153,2017,3,5,10
A5072972153,2017,4,9,79
A5072972153,2017,5,2,526
A5036357902,2017,-5,58,3129
A5036357902,2017,-4,80,5165
A5036357902,2017,-3,69,3332
A5036357902,2017,-2,86,3240
A5036357902,2017,-1,73,2870
A5036357902,2017,0,138,5468
A5036357902,2017,1,132,8083
A5036357902,2017,2,157,7866
A5036357902,2017,3,132,4577
A5036357902,2017,4,182,7390
A5036357902,2017,5,154,7000
A5035369215,2017,-5,0,0
A5035369215,2017,-4,3,268
A5035369215,2017,-3,6,206
A5035369215,2017,-2,6,590
A5035369215,2017,-1,5,327
A5035369215,2017,0,7,1377
A5035369215,2017,1,4,728
A5035369215,2017,2,4,345
A5035369215,2017,3,15,558
A5035369215,2017,4,9,102
A5035369215,2017,5,13,1032
A5057451920,2017,-5,0,0
A5057451920,2017,-4,2,32
A5057451920,2017,-3,4,168
A5057451920,2017,-2,2,76
A5057451920,2017,-1,5,337
A5057451920,2017,0,6,1220
A5057451920,2017,1,5,317
A5057451920,2017,2,5,443
A5057451920,2017,3,9,126
A5057451920,2017,4,10,472
A5057451920,2017,5,4,12
A5033089246,2017,-5,7,383
A5033089246,2017,-4,7,357
A5033089246,2017,-3,6,326
A5033089246,2017,-2,2,87
A5033089246,2017,-1,5,144
A5033089246,2017,0,5,809
A5033089246,2017,1,2,76
A5033089246,2017,2,3,54
A5033089246,2017,3,3,5
A5033089246,2017,4,4,9
A5033089246,2017,5,0,0
A5070613374,2017,-5,18,512
A5070613374,2017,-4,6,258
A5070613374,2017,-3,8,341
A5070613374,2017,-2,13,1137
A5070613374,2017,-1,17,2739
A5070613374,2017,0,24,2435
A5070613374,2017,1,20,772
A5070613374,2017,2,19,599
A5070613374,2017,3,16,171
A5070613374,2017,4,21,89
A5070613374,2017,5,9,155
A5065590784,2004,-5,3,117
A5065590784,2004,-4,2,111
A5065590784,2004,-3,3,101
A5065590784,2004,-2,4,67
A5065590784,2004,-1,2,59
A5065590784,2004,0,2,299
A5065590784,2004,1,2,94
A5065590784,2004,2,4,216
A5065590784,2004,3,3,119
A5065590784,2004,4,2,20
A5065590784,2004,5,4,70
A5089242709,2004,-5,2,0
A5089242709,2004,-4,0,0
A5089242709,2004,-3,2,76
A5089242709,2004,-2,0,0
A5089242709,2004,-1,1,52
A5089242709,2004,0,1,187
A5089242709,2004,1,1,61
A5089242709,2004,2,0,0
A5089242709,2004,3,0,0
A5089242709,2004,4,0,0
A5089242709,2004,5,0,0
A5082061932,2004,-5,0,0
A5082061932,2004,-4,0,0
A5082061932,2004,-3,2,76
A5082061932,2004,-2,0,0
A5082061932,2004,-1,0,0
A5082061932,2004,0,1,187
A5082061932,2004,1,1,61
A5082061932,2004,2,0,0
A5082061932,2004,3,0,0
A5082061932,2004,4,0,0
A5082061932,2004,5,0,0
A5056275555,2004,-5,0,0
A5056275555,2004,-4,0,0
A5056275555,2004,-3,2,76
A5056275555,2004,-2,0,0
A5056275555,2004,-1,1,11
A5056275555,2004,0,1,187
A5056275555,2004,1,1,61
A5056275555,2004,2,0,0
A5056275555,2004,3,0,0
A5056275555,2004,4,0,0
A5056275555,2004,5,0,0
A5005764203,2004,-5,7,1146
A5005764203,2004,-4,7,334
A5005764203,2004,-3,15,629
A5005764203,2004,-2,5,61
A5005764203,2004,-1,9,547
A5005764203,2004,0,5,707
A5005764203,2004,1,7,196
A5005764203,2004,2,11,297
A5005764203,2004,3,7,744
A5005764203,2004,4,11,1170
A5005764203,2004,5,8,975
A5087154420,2004,-5,12,1014
A5087154420,2004,-4,3,533
A5087154420,2004,-3,2,681
A5087154420,2004,-2,8,930
A5087154420,2004,-1,8,671
A5087154420,2004,0,7,609
A5087154420,2004,1,6,717
A5087154420,2004,2,7,1090
A5087154420,2004,3,8,746
A5087154420,2004,4,9,762
A5087154420,2004,5,5,449
A5066263895,2004,-5,12,449
A5066263895,2004,-4,8,269
A5066263895,2004,-3,4,102
A5066263895,2004,-2,10,647
A5066263895,2004,-1,11,538
A5066263895,2004,0,5,344
A5066263895,2004,1,3,588
A5066263895,2004,2,2,378
A5066263895,2004,3,2,123
A5066263895,2004,4,3,14
A5066263895,2004,5,0,0
A5104065501,2004,-5,5,304
A5104065501,2004,-4,8,1007
A5104065501,2004,-3,4,174
A5104065501,2004,-2,14,696
A5104065501,2004,-1,7,263
A5104065501,2004,0,9,922
A5104065501,2004,1,12,1966
A5104065501,2004,2,11,1078
A5104065501,2004,3,9,216
A5104065501,2004,4,19,1220
A5104065501,2004,5,15,539
A5008806543,2004,-5,3,88
A5008806543,2004,-4,3,288
A5008806543,2004,-3,6,2653
A5008806543,2004,-2,14,2784
A5008806543,2004,-1,13,2498
A5008806543,2004,0,10,878
A5008806543,2004,1,12,507
A5008806543,2004,2,6,260
A5008806543,2004,3,10,395
A5008806543,2004,4,7,259
A5008806543,2004,5,7,398
A5046685246,2004,-5,6,535
A5046685246,2004,-4,7,2070
A5046685246,2004,-3,4,824
A5046685246,2004,-2,11,3583
A5046685246,2004,-1,19,884
A5046685246,2004,0,11,1947
A5046685246,2004,1,11,1293
A5046685246,2004,2,11,1678
A5046685246,2004,3,12,1464
A5046685246,2004,4,17,2160
A5046685246,2004,5,6,561
A5111723795,2004,-5,2,28
A5111723795,2004,-4,4,136
A5111723795,2004,-3,3,142
A5111723795,2004,-2,2,18
A5111723795,2004,-1,7,312
A5111723795,2004,0,11,540
A5111723795,2004,1,1,122
A5111723795,2004,2,9,185
A5111723795,2004,3,3,94
A5111723795,2004,4,2,115
A5111723795,2004,5,3,15
A5005354721,2004,-5,8,983
A5005354721,2004,-4,1,2
A5005354721,2004,-3,0,0
A5005354721,2004,-2,8,452
A5005354721,2004,-1,2,224
A5005354721,2004,0,1,167
A5005354721,2004,1,1,56
A5005354721,2004,2,0,0
A5005354721,2004,3,5,2
A5005354721,2004,4,3,1
A5005354721,2004,5,0,0
A5066000219,2004,-5,2,293
A5066000219,2004,-4,4,299
A5066000219,2004,-3,5,341
A5066000219,2004,-2,0,0
A5066000219,2004,-1,5,1932
A5066000219,2004,0,6,1808
A5066000219,2004,1,3,2615
A5066000219,2004,2,7,6977
A5066000219,2004,3,4,1009
A5066000219,2004,4,7,540
A5066000219,2004,5,4,106
A5042818115,2004,-5,4,42
A5042818115,2004,-4,5,302
A5042818115,2004,-3,3,268
A5042818115,2004,-2,8,489
A5042818115,2004,-1,4,222
A5042818115,2004,0,13,803
A5042818115,2004,1,10,520
A5042818115,2004,2,10,522
A5042818115,2004,3,5,45
A5042818115,2004,4,3,36
A5042818115,2004,5,4,59
A5000977391,2004,-5,4,1092
A5000977391,2004,-4,4,184
A5000977391,2004,-3,2,71
A5000977391,2004,-2,3,406
A5000977391,2004,-1,4,577
A5000977391,2004,0,4,328
A5000977391,2004,1,8,436
A5000977391,2004,2,4,248
A5000977391,2004,3,6,136
A5000977391,2004,4,10,469
A5000977391,2004,5,6,88
A5052227093,2004,-5,9,1275
A5052227093,2004,-4,5,86
A5052227093,2004,-3,5,2518
A5052227093,2004,-2,19,934
A5052227093,2004,-1,14,1222
A5052227093,2004,0,12,485
A5052227093,2004,1,10,308
A5052227093,2004,2,5,244
A5052227093,2004,3,21,836
A5052227093,2004,4,9,301
A5052227093,2004,5,6,4285
A5020860412,2006,-5,15,1270
A5020860412,2006,-4,17,1860
A5020860412,2006,-3,7,1098
A5020860412,2006,-2,20,2537
A5020860412,2006,-1,14,909
A5020860412,2006,0,6,972
A5020860412,2006,1,6,247
A5020860412,2006,2,9,214
A5020860412,2006,3,8,76
A5020860412,2006,4,8,54
A5020860412,2006,5,9,675
A5111380593,2006,-5,3,42
A5111380593,2006,-4,6,993
A5111380593,2006,-3,4,982
A5111380593,2006,-2,15,1001
A5111380593,2006,-1,8,56
A5111380593,2006,0,4,821
A5111380593,2006,1,1,9
A5111380593,2006,2,0,0
A5111380593,2006,3,0,0
A5111380593,2006,4,0,0
A5111380593,2006,5,0,0
A5103385224,2006,-5,5,1585
A5103385224,2006,-4,2,2
A5103385224,2006,-3,5,628
A5103385224,2006,-2,7,427
A5103385224,2006,-1,11,468
A5103385224,2006,0,10,1466
A5103385224,2006,1,12,115
A5103385224,2006,2,25,1535
A5103385224,2006,3,13,382
A5103385224,2006,4,8,343
A5103385224,2006,5,8,1198
A5081366293,2006,-5,5,1188
A5081366293,2006,-4,11,911
A5081366293,2006,-3,16,1631
A5081366293,2006,-2,16,1419
A5081366293,2006,-1,11,1015
A5081366293,2006,0,12,1597
A5081366293,2006,1,8,581
A5081366293,2006,2,13,700
A5081366293,2006,3,19,2264
A5081366293,2006,4,13,1205
A5081366293,2006,5,15,1400
A5048394730,2006,-5,3,1615
A5048394730,2006,-4,12,1041
A5048394730,2006,-3,15,3168
A5048394730,2006,-2,10,1824
A5048394730,2006,-1,9,1222
A5048394730,2006,0,11,1545
A5048394730,2006,1,6,660
A5048394730,2006,2,11,1016
A5048394730,2006,3,11,3747
A5048394730,2006,4,14,2970
A5048394730,2006,5,21,2843
A5031715173,2006,-5,0,0
A5031715173,2006,-4,1,128
A5031715173,2006,-3,3,511
A5031715173,2006,-2,0,0
A5031715173,2006,-1,2,62
A5031715173,2006,0,3,366
A5031715173,2006,1,1,86
A5031715173,2006,2,1,0
A5031715173,2006,3,0,0
A5031715173,2006,4,1,134
A5031715173,2006,5,2,77
A5035134864,2006,-5,5,128
A5035134864,2006,-4,18,805
A5035134864,2006,-3,12,738
A5035134864,2006,-2,9,310
A5035134864,2006,-1,13,1343
A5035134864,2006,0,15,2683
A5035134864,2006,1,8,250
A5035134864,2006,2,10,546
A5035134864,2006,3,15,1409
A5035134864,2006,4,13,539
A5035134864,2006,5,8,157
A5101783316,2006,-5,1,77
A5101783316,2006,-4,0,0
A5101783316,2006,-3,0,0
A5101783316,2006,-2,2,167
A5101783316,2006,-1,0,0
A5101783316,2006,0,2,410
A5101783316,2006,1,1,0
A5101783316,2006,2,1,3
A5101783316,2006,3,5,1047
A5101783316,2006,4,6,234
