work_id,year,conference,ni,nj,cd_5,total_citers,cd_reliable
W2099323800,2005,SOSP,13,95,-0.7592592592592593,108,-0.7592592592592593
W2047418149,2005,SOSP,7,10,-0.1764705882352941,17,-0.1764705882352941
W4254762831,2005,SOSP,26,156,-0.7142857142857143,182,-0.7142857142857143
W240096793,2005,STOC,10,2,0.6666666666666666,12,0.6666666666666666
W2042616792,2005,UIST,56,31,0.2873563218390804,87,0.2873563218390804
W2135552269,2005,VLDB,3,35,-0.8421052631578947,38,-0.8421052631578947
W1977841655,2005,WWW,4,53,-0.8596491228070176,57,-0.8596491228070176
W2753424512,2004,AAAI,0,0,,0,
W2121147707,2004,ACL,22,87,-0.5963302752293578,109,-0.5963302752293578
W2026168616,2004,CIKM,1,14,-0.8666666666666667,15,-0.8666666666666667
W2101305476,2004,CVPR,8,31,-0.5897435897435898,39,-0.5897435897435898
W2163375015,2004,FOCS,2,26,-0.8571428571428571,28,-0.8571428571428571
W1984459117,2004,FOCS,0,32,-1.0,32,-1.0
W2149612550,2004,FSE,24,70,-0.4893617021276595,94,-0.4893617021276595
W2222782578,2004,FSE,17,49,-0.4848484848484848,66,-0.4848484848484848
W2041853131,2004,ICSE,3,31,-0.8235294117647058,34,-0.8235294117647058
W4244325127,2004,ICSE,17,12,0.1724137931034483,29,0.1724137931034483
W2003751975,2004,ICSE,2,17,-0.7894736842105263,19,-0.7894736842105263
W4240473828,2004,ICSE,2,8,-0.6,10,-0.6
W4254486023,2004,ICSE,1,16,-0.8823529411764706,17,-0.8823529411764706
W2161725792,2004,INFOCOM,15,185,-0.85,200,-0.85
W2139956879,2004,KDD,18,182,-0.82,200,-0.82
W2058632086,2004,NSDI,64,136,-0.36,200,-0.36
W2116283852,2004,OSDI,5,20,-0.6,25,-0.6
W146360823,2004,OSDI,11,0,1.0,11,1.0
W2158600037,2004,PLDI,34,166,-0.66,200,-0.66
W2092650892,2004,PODS,4,51,-0.8545454545454545,55,-0.8545454545454545
W2134557008,2004,SIGIR,25,51,-0.3421052631578947,76,-0.3421052631578947
W2116790783,2004,SIGMETRICS,1,25,-0.9230769230769232,26,-0.9230769230769232
W1993855803,2004,SIGMOD,8,69,-0.7922077922077922,77,-0.7922077922077922
W2020632401,2004,STOC,17,141,-0.7848101265822784,158,-0.7848101265822784
W295046251,2004,STOC,0,0,,0,
W1989450868,2004,UIST,33,28,0.081967213114754,61,0.081967213114754
W4251611291,2004,UIST,0,0,,0,
W2097995023,2004,VLDB,57,143,-0.43,200,-0.43
W2064716575,2004,WWW,23,25,-0.0416666666666666,48,-0.0416666666666666
W2113272343,2003,ACL,39,43,-0.048780487804878,82,-0.048780487804878
W2097606805,2003,ACL,92,108,-0.08,200,-0.08
W2154422044,2003,CVPR,61,139,-0.39,200,-0.39
W2149463264,2003,FOCS,3,41,-0.8636363636363636,44,-0.8636363636363636
W2121376435,2003,FSE,14,20,-0.1764705882352941,34,-0.1764705882352941
W2131467114,2003,FSE,3,42,-0.8666666666666667,45,-0.8666666666666667
W2142038400,2003,FSE,11,27,-0.4210526315789473,38,-0.4210526315789473
W2066763472,2003,ICCV,14,54,-0.5882352941176471,68,-0.5882352941176471
W2056860348,2003,ICCV,20,76,-0.5833333333333334,96,-0.5833333333333334
W1992825118,2003,ICCV,78,122,-0.22,200,-0.22
W2160510992,2003,ICSE,14,40,-0.4814814814814814,54,-0.4814814814814814
W4243167850,2003,ICSE,13,63,-0.6578947368421053,76,-0.6578947368421053
W2101914010,2003,IJCAI,7,97,-0.8653846153846154,104,-0.8653846153846154
W1664963465,2003,IJCAI,22,56,-0.4358974358974359,78,-0.4358974358974359
W2087796731,2003,INFOCOM,17,69,-0.6046511627906976,86,-0.6046511627906976
W2061820396,2003,KDD,60,122,-0.3406593406593406,182,-0.3406593406593406
W2125346056,2003,PLDI,7,50,-0.7543859649122807,57,-0.7543859649122807
W1971778458,2003,PODS,3,18,-0.7142857142857143,21,-0.7142857142857143
W2125596620,2003,SIGIR,15,59,-0.5945945945945946,74,-0.5945945945945946
W2102951036,2003,SIGMOD,19,7,0.4615384615384615,26,0.4615384615384615
W4229646679,2003,SOSP,6,44,-0.76,50,-0.76
W2144552569,2003,SOSP,18,45,-0.4285714285714285,63,-0.4285714285714285
W2295705535,2003,SOSP,20,46,-0.3939393939393939,66,-0.3939393939393939
W2123852216,2003,STOC,2,25,-0.8518518518518519,27,-0.8518518518518519
W2015281423,2003,STOC,2,32,-0.8823529411764706,34,-0.8823529411764706
W2131054109,2003,UIST,12,26,-0.3684210526315789,38,-0.3684210526315789
W2069153192,2003,WWW,35,165,-0.65,200,-0.65
W2099003704,2003,WWW,22,41,-0.3015873015873015,63,-0.3015873015873015
W1964376592,2002,AAAI,4,22,-0.6923076923076923,26,-0.6923076923076923
W2154124206,2002,ACL,29,171,-0.71,200,-0.71
W2787952106,2002,FOCS,0,0,,0,
W2145818650,2002,FOCS,27,33,-0.1,60,-0.1
W2129023820,2002,FOCS,1,95,-0.9791666666666666,96,-0.9791666666666666
W2121081915,2002,FSE,23,96,-0.6134453781512605,119,-0.6134453781512605
W2097692570,2002,INFOCOM,11,35,-0.5217391304347826,46,-0.5217391304347826
W2045747317,2002,KDD,12,5,0.4117647058823529,17,0.4117647058823529
W2121542813,2002,OSDI,48,96,-0.3333333333333333,144,-0.3333333333333333
W2003304137,2002,PODS,1,47,-0.9583333333333334,48,-0.9583333333333334
W1981825277,2002,SIGIR,51,39,0.1333333333333333,90,0.1333333333333333
W2296630161,2002,UIST,4,22,-0.6923076923076923,26,-0.6923076923076923
W2006591097,2002,WWW,56,11,0.6716417910447762,67,0.6716417910447762
W2139403546,2001,ACL,16,83,-0.6767676767676768,99,-0.6767676767676768
W2155693943,2001,ACL,30,100,-0.5384615384615384,130,-0.5384615384615384
W2130398583,2001,CVPR,4,47,-0.8431372549019608,51,-0.8431372549019608
W2098479385,2001,ICCV,40,84,-0.3548387096774194,124,-0.3548387096774194
W2148162135,2001,ICCV,7,61,-0.7941176470588235,68,-0.7941176470588235
W2084341220,2001,IJCAI,92,41,0.3834586466165413,133,0.3834586466165413
W2013901835,2001,INFOCOM,8,0,1.0,8,
W2009144907,2001,KDD,8,16,-0.3333333333333333,24,-0.3333333333333333
W2134206624,2001,PODS,44,118,-0.4567901234567901,162,-0.4567901234567901
W2094661073,2001,SIGIR,8,45,-0.6981132075471698,53,-0.6981132075471698
W2163336863,2001,SIGMOD,15,185,-0.85,200,-0.85
W2100857937,2001,SOSP,0,7,-1.0,7,
W2053903896,2001,SOSP,12,48,-0.6,60,-0.6
W1994547327,2001,UIST,62,59,0.024793388429752,121,0.024793388429752
W2130642985,2001,VLDB,11,52,-0.6507936507936508,63,-0.6507936507936508
W1985727586,2001,WWW,5,47,-0.8076923076923077,52,-0.8076923076923077
W2096678443,2000,AAAI,6,6,0.0,12,0.0
W2284662111,2000,AAAI,4,6,-0.2,10,-0.2
W2118119027,2000,AAAI,24,49,-0.3424657534246575,73,-0.3424657534246575
W2103552898,2000,AAAI,0,26,-1.0,26,-1.0
W2159128898,2000,CVPR,63,137,-0.37,200,-0.37
W2110416206,2000,INFOCOM,31,114,-0.5724137931034483,145,-0.5724137931034483
W1991962718,2000,KDD,56,10,0.696969696969697,66,0.696969696969697
W4235785239,2000,OSDI,50,0,1.0,50,1.0
W4231002400,2000,PLDI,62,91,-0.1895424836601307,153,-0.1895424836601307
W2035071899,2000,PODS,3,10,-0.5384615384615384,13,-0.5384615384615384
W1985554184,2000,SIGIR,51,23,0.3783783783783784,74,0.3783783783783784
W4235095233,2000,SIGMOD,31,25,0.1071428571428571,56,0.1071428571428571
W2169732913,2000,UIST,38,81,-0.361344537815126,119,-0.361344537815126
W2175110005,2000,WWW,25,175,-0.75,200,-0.75
