author_id,author_name,career_stage,award_year,first_pub_year,pubs_before,pubs_after,pubs_per_year_before,pubs_per_year_after,pub_lift,cites_before,cites_after,cites_per_year_before,cites_per_year_after,citation_lift
https://openalex.org/A5038303490,Laura Devendorf,Senior,2018,2012.0,12,20,4.0,6.666666666666667,2.6666666666666665,668,923,222.66666666666666,307.6666666666667,85.0
https://openalex.org/A5103026409,Sharifa Sultana,Junior,2018,2018.0,0,13,0.0,4.333333333333333,4.333333333333333,0,385,0.0,128.33333333333334,128.33333333333334
https://openalex.org/A5037702709,François Guimbretière,Senior,2014,1999.0,13,17,4.333333333333333,5.666666666666667,1.3333333333333333,350,839,116.66666666666667,279.6666666666667,163.0
https://openalex.org/A5059066123,Phoebe Sengers,Senior,2008,1995.0,19,13,6.333333333333333,4.333333333333333,-2.0,4007,1678,1335.6666666666667,559.3333333333334,-776.3333333333334
https://openalex.org/A5057564242,Nicola Dell,Senior,2018,2010.0,19,36,6.333333333333333,12.0,5.666666666666667,1267,1273,422.3333333333333,424.3333333333333,2.0
https://openalex.org/A5043350857,Francesco Vitale,Senior,2018,1939.0,82,98,27.333333333333332,32.666666666666664,5.333333333333333,1741,1621,580.3333333333334,540.3333333333334,-40.0
https://openalex.org/A5091174431,Izabelle Janzen,Junior,2018,2016.0,2,0,0.6666666666666666,0.0,-0.6666666666666666,33,0,11.0,0.0,-11.0
https://openalex.org/A5016459516,Joanna McGrenere,Senior,2009,1996.0,22,14,7.333333333333333,4.666666666666667,-2.6666666666666665,818,322,272.6666666666667,107.33333333333333,-165.33333333333334
https://openalex.org/A5058644728,Jennifer Jacobs,Senior,2018,1976.0,22,14,7.333333333333333,4.666666666666667,-2.6666666666666665,165,169,55.0,56.333333333333336,1.3333333333333333
https://openalex.org/A5023292508,Joel Brandt,Senior,2018,2004.0,9,5,3.0,1.6666666666666667,-1.3333333333333333,171,120,57.0,40.0,-17.0
https://openalex.org/A5060956547,Radomír Měch,Senior,2018,1994.0,21,28,7.0,9.333333333333334,2.3333333333333335,1949,1062,649.6666666666666,354.0,-295.6666666666667
