author_id,group,award_year,paper_id,paper_year,relative_year
https://openalex.org/A5056747950,award,2018,W3172637609,2021,3
https://openalex.org/A5056747950,award,2018,W2970989202,2019,1
https://openalex.org/A5056747950,award,2018,W3134922363,2021,3
https://openalex.org/A5056747950,award,2018,W3006736514,2020,2
https://openalex.org/A5056747950,award,2018,W4309805139,2022,4
https://openalex.org/A5056747950,award,2018,W2755138616,2017,-1
https://openalex.org/A5056747950,award,2018,W2979364645,2019,1
https://openalex.org/A5056747950,award,2018,W1748409498,2014,-4
https://openalex.org/A5056747950,award,2018,W4317671430,2023,5
https://openalex.org/A5056747950,award,2018,W4379540215,2023,5
https://openalex.org/A5056747950,award,2018,W2102456179,2014,-4
https://openalex.org/A5056747950,award,2018,W3131204648,2021,3
https://openalex.org/A5056747950,award,2018,W2311196609,2018,0
https://openalex.org/A5056747950,award,2018,W2539254396,2016,-2
https://openalex.org/A5056747950,award,2018,W2620904054,2016,-2
https://openalex.org/A5056747950,award,2018,W2804063239,2018,0
https://openalex.org/A5056747950,award,2018,W3130515328,2021,3
https://openalex.org/A5056747950,award,2018,W3167374089,2021,3
https://openalex.org/A5056747950,award,2018,W3214698660,2021,3
https://openalex.org/A5056747950,award,2018,W4221161306,2022,4
https://openalex.org/A5056747950,award,2018,W4245823379,2018,0
https://openalex.org/A5056747950,award,2018,W4287155329,2022,4
https://openalex.org/A5056747950,award,2018,W4289220373,2018,0
https://openalex.org/A5056747950,award,2018,W4298362630,2016,-2
https://openalex.org/A5056747950,award,2018,W4300714579,2014,-4
https://openalex.org/A5056747950,award,2018,W4312059589,2022,4
https://openalex.org/A5056747950,award,2018,W4314942021,2022,4
https://openalex.org/A5056747950,award,2018,W4366835657,2023,5
https://openalex.org/A5056747950,award,2018,W4384111525,2023,5
https://openalex.org/A5056747950,award,2018,W7147604660,2016,-2
https://openalex.org/A5039192820,award,2018,W3004647847,2020,2
https://openalex.org/A5039192820,award,2018,W3142571537,2021,3
https://openalex.org/A5039192820,award,2018,W2801312275,2018,0
https://openalex.org/A5039192820,award,2018,W2971278153,2019,1
https://openalex.org/A5039192820,award,2018,W2994748066,2020,2
https://openalex.org/A5039192820,award,2018,W3005327280,2020,2
https://openalex.org/A5039192820,award,2018,W4318003721,2023,5
https://openalex.org/A5039192820,award,2018,W2991196083,2019,1
https://openalex.org/A5039192820,award,2018,W3090054376,2020,2
https://openalex.org/A5039192820,award,2018,W2886821453,2018,0
https://openalex.org/A5039192820,award,2018,W3092768157,2018,0
https://openalex.org/A5039192820,award,2018,W2810633885,2018,0
