author_id,author_name,works_count,cited_by_count,counts_by_year,award_year,conference,treatment
https://openalex.org/A5078903072,Robert B. Lull,22,366,"[{""year"": 2014, ""works_count"": 4, ""oa_works_count"": 0, ""cited_by_count"": 53}, {""year"": 2015, ""works_count"": 4, ""oa_works_count"": 1, ""cited_by_count"": 89}, {""year"": 2016, ""works_count"": 5, ""oa_works_count"": 2, ""cited_by_count"": 65}, {""year"": 2017, ""works_count"": 5, ""oa_works_count"": 0, ""cited_by_count"": 111}, {""year"": 2018, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 36}, {""year"": 2019, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 12}, {""year"": 2024, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}]",2018,CHI,1
https://openalex.org/A5011438930,Jessica L. Feuston,21,676,"[{""year"": 2014, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 5}, {""year"": 2015, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 56}, {""year"": 2017, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 84}, {""year"": 2018, ""works_count"": 4, ""oa_works_count"": 0, ""cited_by_count"": 171}, {""year"": 2019, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 67}, {""year"": 2020, ""works_count"": 3, ""oa_works_count"": 2, ""cited_by_count"": 122}, {""year"": 2021, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 84}, {""year"": 2022, ""works_count"": 3, ""oa_works_count"": 2, ""cited_by_count"": 58}, {""year"": 2023, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 4}, {""year"": 2024, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 25}]",2018,CHI,1
https://openalex.org/A5091847639,Caroline Edasis,5,497,"[{""year"": 2016, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 131}, {""year"": 2017, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 274}, {""year"": 2018, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 92}]",2018,CHI,1
https://openalex.org/A5075026385,Miro Mannino,13,128,"[{""year"": 2018, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 84}, {""year"": 2019, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 35}, {""year"": 2020, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 5}, {""year"": 2021, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 3}, {""year"": 2024, ""works_count"": 3, ""oa_works_count"": 2, ""cited_by_count"": 1}, {""year"": 2025, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 0}]",2018,CHI,1
https://openalex.org/A5086240513,Josh Andrés,82,1198,"[{""year"": 2015, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 11}, {""year"": 2016, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 28}, {""year"": 2018, ""works_count"": 4, ""oa_works_count"": 1, ""cited_by_count"": 211}, {""year"": 2019, ""works_count"": 4, ""oa_works_count"": 3, ""cited_by_count"": 57}, {""year"": 2020, ""works_count"": 16, ""oa_works_count"": 5, ""cited_by_count"": 332}, {""year"": 2021, ""works_count"": 11, ""oa_works_count"": 4, ""cited_by_count"": 299}, {""year"": 2022, ""works_count"": 11, ""oa_works_count"": 7, ""cited_by_count"": 103}, {""year"": 2023, ""works_count"": 8, ""oa_works_count"": 5, ""cited_by_count"": 83}, {""year"": 2024, ""works_count"": 11, ""oa_works_count"": 8, ""cited_by_count"": 47}, {""year"": 2025, ""works_count"": 11, ""oa_works_count"": 4, ""cited_by_count"": 27}, {""year"": 2026, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 0}]",2018,CHI,1
https://openalex.org/A5109428307,Jen Liu,20,402,"[{""year"": 2017, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 6}, {""year"": 2018, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 245}, {""year"": 2019, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 70}, {""year"": 2020, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 0}, {""year"": 2021, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 51}, {""year"": 2022, ""works_count"": 4, ""oa_works_count"": 1, ""cited_by_count"": 14}, {""year"": 2023, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 3}, {""year"": 2024, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 9}, {""year"": 2025, ""works_count"": 4, ""oa_works_count"": 1, ""cited_by_count"": 4}]",2018,CHI,1
https://openalex.org/A5103026409,Sharifa Sultana,67,753,"[{""year"": 2018, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 193}, {""year"": 2019, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 129}, {""year"": 2020, ""works_count"": 4, ""oa_works_count"": 0, ""cited_by_count"": 92}, {""year"": 2021, ""works_count"": 6, ""oa_works_count"": 1, ""cited_by_count"": 164}, {""year"": 2022, ""works_count"": 8, ""oa_works_count"": 3, ""cited_by_count"": 109}, {""year"": 2023, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 33}, {""year"": 2024, ""works_count"": 4, ""oa_works_count"": 2, ""cited_by_count"": 17}, {""year"": 2025, ""works_count"": 7, ""oa_works_count"": 6, ""cited_by_count"": 11}, {""year"": 2026, ""works_count"": 31, ""oa_works_count"": 29, ""cited_by_count"": 5}]",2018,CHI,1
https://openalex.org/A5091174431,Izabelle Janzen,5,93,"[{""year"": 2016, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 33}, {""year"": 2018, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 53}, {""year"": 2022, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 7}]",2018,CHI,1
https://openalex.org/A5011207998,Urmila Mahadev,12,321,"[{""year"": 2014, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2015, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 6}, {""year"": 2018, ""works_count"": 7, ""oa_works_count"": 5, ""cited_by_count"": 276}, {""year"": 2021, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 8}, {""year"": 2022, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 31}]",2018,FOCS,1
https://openalex.org/A5112345861,Khot Subhash,1,72,"[{""year"": 2018, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 72}]",2018,FOCS,1
https://openalex.org/A5063520549,Dor Minzer,111,448,"[{""year"": 2015, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 55}, {""year"": 2017, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 2}, {""year"": 2018, ""works_count"": 5, ""oa_works_count"": 0, ""cited_by_count"": 105}, {""year"": 2019, ""works_count"": 4, ""oa_works_count"": 2, ""cited_by_count"": 25}, {""year"": 2020, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 3}, {""year"": 2021, ""works_count"": 9, ""oa_works_count"": 9, ""cited_by_count"": 37}, {""year"": 2022, ""works_count"": 22, ""oa_works_count"": 11, ""cited_by_count"": 92}, {""year"": 2023, ""works_count"": 18, ""oa_works_count"": 14, ""cited_by_count"": 73}, {""year"": 2024, ""works_count"": 20, ""oa_works_count"": 15, ""cited_by_count"": 42}, {""year"": 2025, ""works_count"": 18, ""oa_works_count"": 7, ""cited_by_count"": 13}, {""year"": 2026, ""works_count"": 10, ""oa_works_count"": 10, ""cited_by_count"": 1}]",2018,FOCS,1
https://openalex.org/A5068145628,Christy A. Coghlan,7,162,"[{""year"": 2018, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 102}, {""year"": 2019, ""works_count"": 3, ""oa_works_count"": 2, ""cited_by_count"": 60}, {""year"": 2021, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 0}]",2018,FSE,1
https://openalex.org/A5023724495,Wensheng Dou,88,791,"[{""year"": 2014, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 46}, {""year"": 2015, ""works_count"": 6, ""oa_works_count"": 1, ""cited_by_count"": 29}, {""year"": 2016, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 73}, {""year"": 2017, ""works_count"": 18, ""oa_works_count"": 10, ""cited_by_count"": 84}, {""year"": 2018, ""works_count"": 5, ""oa_works_count"": 0, ""cited_by_count"": 93}, {""year"": 2019, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 76}, {""year"": 2020, ""works_count"": 6, ""oa_works_count"": 1, ""cited_by_count"": 53}, {""year"": 2021, ""works_count"": 5, ""oa_works_count"": 0, ""cited_by_count"": 44}, {""year"": 2022, ""works_count"": 8, ""oa_works_count"": 2, ""cited_by_count"": 118}, {""year"": 2023, ""works_count"": 9, ""oa_works_count"": 2, ""cited_by_count"": 112}, {""year"": 2024, ""works_count"": 8, ""oa_works_count"": 6, ""cited_by_count"": 37}, {""year"": 2025, ""works_count"": 14, ""oa_works_count"": 7, ""cited_by_count"": 26}, {""year"": 2026, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 0}]",2018,FSE,1
https://openalex.org/A5091720485,Anish Athalye,22,4829,"[{""year"": 2013, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2017, ""works_count"": 4, ""oa_works_count"": 4, ""cited_by_count"": 737}, {""year"": 2018, ""works_count"": 6, ""oa_works_count"": 5, ""cited_by_count"": 3382}, {""year"": 2019, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 601}, {""year"": 2020, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 3}, {""year"": 2021, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 103}, {""year"": 2023, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2024, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 3}, {""year"": 2026, ""works_count"": 4, ""oa_works_count"": 4, ""cited_by_count"": 0}]",2018,ICML,1
https://openalex.org/A5017596078,Lydia T. Liu,33,184,"[{""year"": 2016, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 10}, {""year"": 2018, ""works_count"": 9, ""oa_works_count"": 6, ""cited_by_count"": 70}, {""year"": 2019, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 29}, {""year"": 2020, ""works_count"": 5, ""oa_works_count"": 5, ""cited_by_count"": 36}, {""year"": 2021, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 1}, {""year"": 2022, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 1}, {""year"": 2023, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 28}, {""year"": 2024, ""works_count"": 5, ""oa_works_count"": 5, ""cited_by_count"": 8}, {""year"": 2025, ""works_count"": 4, ""oa_works_count"": 3, ""cited_by_count"": 1}]",2018,ICML,1
https://openalex.org/A5047182302,Esther Rolf,59,2157,"[{""year"": 2014, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 1}, {""year"": 2017, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 2}, {""year"": 2018, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 3}, {""year"": 2019, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 21}, {""year"": 2020, ""works_count"": 11, ""oa_works_count"": 9, ""cited_by_count"": 1993}, {""year"": 2021, ""works_count"": 8, ""oa_works_count"": 8, ""cited_by_count"": 11}, {""year"": 2022, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 2}, {""year"": 2023, ""works_count"": 6, ""oa_works_count"": 6, ""cited_by_count"": 62}, {""year"": 2024, ""works_count"": 8, ""oa_works_count"": 7, ""cited_by_count"": 23}, {""year"": 2025, ""works_count"": 8, ""oa_works_count"": 7, ""cited_by_count"": 39}, {""year"": 2026, ""works_count"": 8, ""oa_works_count"": 8, ""cited_by_count"": 0}]",2018,ICML,1
https://openalex.org/A5102012317,Lingling Fan,63,1716,"[{""year"": 2016, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 22}, {""year"": 2017, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 254}, {""year"": 2018, ""works_count"": 4, ""oa_works_count"": 3, ""cited_by_count"": 216}, {""year"": 2019, ""works_count"": 8, ""oa_works_count"": 3, ""cited_by_count"": 297}, {""year"": 2020, ""works_count"": 6, ""oa_works_count"": 2, ""cited_by_count"": 235}, {""year"": 2021, ""works_count"": 10, ""oa_works_count"": 4, ""cited_by_count"": 371}, {""year"": 2022, ""works_count"": 9, ""oa_works_count"": 3, ""cited_by_count"": 245}, {""year"": 2023, ""works_count"": 6, ""oa_works_count"": 3, ""cited_by_count"": 69}, {""year"": 2024, ""works_count"": 4, ""oa_works_count"": 1, ""cited_by_count"": 3}, {""year"": 2025, ""works_count"": 8, ""oa_works_count"": 4, ""cited_by_count"": 4}, {""year"": 2026, ""works_count"": 3, ""oa_works_count"": 1, ""cited_by_count"": 0}]",2018,ICSE,1
https://openalex.org/A5071723330,Timo Rehfeld,13,12073,"[{""year"": 2016, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 11995}, {""year"": 2017, ""works_count"": 4, ""oa_works_count"": 3, ""cited_by_count"": 50}, {""year"": 2018, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 10}, {""year"": 2020, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 7}, {""year"": 2021, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 1}, {""year"": 2022, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 10}]",2018,ICSE,1
https://openalex.org/A5103226106,Leonardo Sousa,32,677,"[{""year"": 2013, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 1}, {""year"": 2016, ""works_count"": 5, ""oa_works_count"": 1, ""cited_by_count"": 169}, {""year"": 2017, ""works_count"": 7, ""oa_works_count"": 1, ""cited_by_count"": 176}, {""year"": 2018, ""works_count"": 4, ""oa_works_count"": 2, ""cited_by_count"": 120}, {""year"": 2019, ""works_count"": 4, ""oa_works_count"": 0, ""cited_by_count"": 62}, {""year"": 2020, ""works_count"": 5, ""oa_works_count"": 0, ""cited_by_count"": 135}, {""year"": 2021, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 1}, {""year"": 2022, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 3}, {""year"": 2023, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 4}, {""year"": 2025, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 6}]",2018,ICSE,1
https://openalex.org/A5056334354,Rijnard van Tonder,25,306,"[{""year"": 2013, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2014, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 10}, {""year"": 2016, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 15}, {""year"": 2018, ""works_count"": 4, ""oa_works_count"": 2, ""cited_by_count"": 153}, {""year"": 2019, ""works_count"": 6, ""oa_works_count"": 3, ""cited_by_count"": 82}, {""year"": 2020, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 12}, {""year"": 2021, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2022, ""works_count"": 4, ""oa_works_count"": 2, ""cited_by_count"": 22}, {""year"": 2023, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2024, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 12}]",2018,ICSE,1
https://openalex.org/A5009835433,Calvin Loncaric,11,130,"[{""year"": 2015, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 10}, {""year"": 2016, ""works_count"": 7, ""oa_works_count"": 1, ""cited_by_count"": 90}, {""year"": 2018, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 30}]",2018,ICSE,1
https://openalex.org/A5082629071,Michael Rath,102,267,"[{""year"": 2017, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 28}, {""year"": 2018, ""works_count"": 29, ""oa_works_count"": 25, ""cited_by_count"": 182}, {""year"": 2019, ""works_count"": 63, ""oa_works_count"": 61, ""cited_by_count"": 32}, {""year"": 2020, ""works_count"": 8, ""oa_works_count"": 6, ""cited_by_count"": 25}]",2018,ICSE,1
https://openalex.org/A5032569584,Jacob Rendall,6,267,"[{""year"": 2015, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 10}, {""year"": 2017, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 123}, {""year"": 2018, ""works_count"": 3, ""oa_works_count"": 2, ""cited_by_count"": 134}]",2018,ICSE,1
https://openalex.org/A5030456881,Chun Kai Ling,50,158,"[{""year"": 2015, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 1}, {""year"": 2016, ""works_count"": 3, ""oa_works_count"": 2, ""cited_by_count"": 65}, {""year"": 2018, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 21}, {""year"": 2019, ""works_count"": 6, ""oa_works_count"": 6, ""cited_by_count"": 43}, {""year"": 2020, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 6}, {""year"": 2021, ""works_count"": 2, ""oa_works_count"": 1, ""cited_by_count"": 5}, {""year"": 2022, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 1}, {""year"": 2023, ""works_count"": 9, ""oa_works_count"": 7, ""cited_by_count"": 11}, {""year"": 2024, ""works_count"": 8, ""oa_works_count"": 7, ""cited_by_count"": 5}, {""year"": 2025, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 0}, {""year"": 2026, ""works_count"": 12, ""oa_works_count"": 12, ""cited_by_count"": 0}]",2018,IJCAI,1
https://openalex.org/A5011742954,Giannis Nikolentzos,76,1092,"[{""year"": 2015, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 2}, {""year"": 2016, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2017, ""works_count"": 6, ""oa_works_count"": 4, ""cited_by_count"": 300}, {""year"": 2018, ""works_count"": 8, ""oa_works_count"": 5, ""cited_by_count"": 154}, {""year"": 2019, ""works_count"": 6, ""oa_works_count"": 2, ""cited_by_count"": 56}, {""year"": 2020, ""works_count"": 8, ""oa_works_count"": 4, ""cited_by_count"": 108}, {""year"": 2021, ""works_count"": 12, ""oa_works_count"": 8, ""cited_by_count"": 354}, {""year"": 2022, ""works_count"": 11, ""oa_works_count"": 9, ""cited_by_count"": 26}, {""year"": 2023, ""works_count"": 8, ""oa_works_count"": 7, ""cited_by_count"": 65}, {""year"": 2024, ""works_count"": 9, ""oa_works_count"": 8, ""cited_by_count"": 26}, {""year"": 2025, ""works_count"": 2, ""oa_works_count"": 2, ""cited_by_count"": 1}, {""year"": 2026, ""works_count"": 4, ""oa_works_count"": 4, ""cited_by_count"": 0}]",2018,IJCAI,1
https://openalex.org/A5064520344,Polykarpos Meladianos,19,700,"[{""year"": 2015, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 12}, {""year"": 2016, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 2017, ""works_count"": 7, ""oa_works_count"": 6, ""cited_by_count"": 355}, {""year"": 2018, ""works_count"": 6, ""oa_works_count"": 5, ""cited_by_count"": 226}, {""year"": 2019, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 15}, {""year"": 2021, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 90}, {""year"": 2025, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 2}]",2018,IJCAI,1
